ID,vaccine_label_in-VO,VIOLIN vaccine ID,violin_link,c_vaccine_name,pathogen,name different,Comment
VO:0001542,Feline immunodeficiency virus Killed Virus Vaccine (USDA: 15A5.21),1767,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1767,Feline Immunodeficiency Virus Killed Virus Vaccine (USDA: 15A5.21),,NO,
VO:0001543,Feline immunodeficiency virus Killed Virus Vaccine (USDA: 15A5.23),1768,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1768,Feline Immunodeficiency Virus Killed Virus Vaccine (USDA: 15A5.23),,NO,
VO:0001544,Feline Infectious Peritonitis Modified Live Virus Vaccine (USDA: 15A1.20),1771,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1771,Feline Infectious Peritonitis Modified Live Virus Vaccine (USDA: 15A1.20),,NO,
VO:0001545,Feline Leukemia Killed Virus Vaccine (USDA: 1555.20),1772,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1772,Feline Leukemia Killed Virus Vaccine (USDA: 1555.20),,NO,
VO:0001546,Feline Leukemia Killed Virus Vaccine (USDA: 1555.21),1773,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1773,Feline Leukemia Killed Virus Vaccine (USDA: 1555.21),,NO,
VO:0001548,Feline Leukemia Killed Virus Vaccine (USDA: 1555.R1),1775,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1775,Feline Leukemia Killed Virus Vaccine (USDA: 1555.R1),,NO,
VO:0001549,Feline Leukemia Live Canarypox Vector Vaccine (USDA: 1555.R3),1776,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1776,Feline Leukemia Live Canarypox Vector Vaccine (USDA: 1555.R3),,NO,
VO:0001550,Feline Panleukopenia Killed Virus Vaccine (USDA: 1565.20),1819,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1819,Feline Panleukopenia Killed Virus Vaccine (USDA: 1565.20),,NO,
VO:0001551,Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.00),1815,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1815,Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.00),,NO,
VO:0001552,Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.20),1816,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1816,Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.20),,NO,
VO:0001553,Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.21),1817,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1817,Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.21),,NO,
VO:0001554,Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.23),1818,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1818,Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.23),,NO,
VO:0001555,Feline Rhinotracheitis Modified Live Virus Vaccine (USDA: 16A1.22),1820,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1820,Feline Rhinotracheitis Modified Live Virus Vaccine (USDA: 16A1.22),,NO,
VO:0001556,Edwardsiella ictaluri Avirulent Live Culture Vaccine (USDA: 1531.00),1714,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1714,Edwardsiella Ictaluri Avirulent Live Culture Vaccine (USDA: 1531.00),,NO,
VO:0001557,Anthrax Spore live culture Vaccine (USDA: 1011.00),1122,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1122,Anthrax Spore live culture Vaccine (USDA: 1011.00),,NO,
VO:0001558,Bovine Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 1095.20),1179,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1179,Bovine Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 1095.20),,NO,
VO:0001559,Bovine Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 1095.21),1180,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1180,Bovine Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 1095.21),,NO,
VO:0001560,Bovine Respiratory Syncytial Virus Vaccine Modified Live Virus (USDA: 1091.20),1178,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1178,Bovine Respiratory Syncytial Virus Vaccine Modified Live Virus (USDA: 1091.20),,NO,
VO:0001561,Bovine Rhinotracheitis Killed Virus Vaccine (USDA: 1105.20),1186,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1186,Bovine Rhinotracheitis Killed Virus Vaccine (USDA: 1105.20),,NO,
VO:0001562,Bovine Rhinotracheitis Modified Live Virus Vaccine (USDA: 1101.00),1181,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1181,Bovine Rhinotracheitis Modified Live Virus Vaccine (USDA: 1101.00),,NO,
VO:0001563,Bovine Rhinotracheitis Modified Live Virus Vaccine (USDA: 1101.20),1182,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1182,Bovine Rhinotracheitis Modified Live Virus Vaccine (USDA: 1101.20),,NO,
VO:0001564,Bovine Rhinotracheitis Modified Live Virus Vaccine (USDA: 1101.21),1183,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1183,Bovine Rhinotracheitis Modified Live Virus Vaccine (USDA: 1101.21),,NO,
VO:0001565,Bovine Rhinotracheitis Modified Live Virus Vaccine (USDA: 1101.22),1184,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1184,Bovine Rhinotracheitis Modified Live Virus Vaccine (USDA: 1101.22),,NO,
VO:0001566,Bovine Rhinotracheitis Modified Live Virus Vaccine (USDA: 1101.B0),1185,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1185,Bovine Rhinotracheitis Modified Live Virus Vaccine (USDA: 1101.B0),,NO,
VO:0001567,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.00),1354,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1354,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.00),,NO,
VO:0001568,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.20),1355,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1355,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.20),,NO,
VO:0001569,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.21),1356,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1356,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.21),,NO,
VO:0001570,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.22),1357,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1357,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.22),,NO,
VO:0001571,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.25),1358,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1358,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.25),,NO,
VO:0001572,Bovine Virus Diarrhea Modified Live Virus Vaccine (USDA: 1201.00),1351,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1351,Bovine Virus Diarrhea Modified Live Virus Vaccine (USDA: 1201.00),,NO,
VO:0001573,Bovine Virus Diarrhea Modified Live Virus Vaccine (USDA: 1201.20),1352,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1352,Bovine Virus Diarrhea Modified Live Virus Vaccine (USDA: 1201.20),,NO,
VO:0001574,Bovine Virus Diarrhea Modified Live Virus Vaccine (USDA: 1201.22),1353,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1353,Bovine Virus Diarrhea Modified Live Virus Vaccine (USDA: 1201.22),,NO,
VO:0001575,"Brucella Abortus Strain 19, Live Culture Vaccine (USDA: 1251.01)",1383,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1383,"Brucella Abortus Strain 19, Live Culture Vaccine (USDA: 1251.01)",,NO,
VO:0001576,"Brucella Abortus Strain 19, Live Culture, Reduced Dose Vaccine (USDA: 1251.02)",1384,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1384,"Brucella Abortus Strain 19, Live Culture, Reduced Dose Vaccine (USDA: 1251.02)",,NO,
VO:0001577,"Brucella Abortus Strain RB-51, Live Culture Vaccine (USDA: 1261.00)",1385,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1385,"Brucella Abortus Strain RB-51, Live Culture Vaccine (USDA: 1261.00)",,NO,
VO:0001578,Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1841.00),2077,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2077,Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1841.00),,NO,
VO:0001579,Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1841.20),2078,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2078,Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1841.20),,NO,
VO:0001580,Salmonella Choleraesuis Avirulent Live Culture Vaccine (USDA: 19A1.00),2121,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2121,Salmonella Choleraesuis Avirulent Live Culture Vaccine (USDA: 19A1.00),,NO,
VO:0001581,Salmonella Choleraesuis Avirulent Live Culture Vaccine (USDA: 19A1.01),2122,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2122,Salmonella Choleraesuis Avirulent Live Culture Vaccine (USDA: 19A1.01),,NO,
VO:0001582,Salmonella Dublin Live Culture Vaccine (USDA: 19D1.R0),2123,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2123,Salmonella Dublin Live Culture Vaccine (USDA: 19D1.R0),,NO,
VO:0001583,Trichomonas Foetus Killed Protozoa Vaccine (USDA: 1859.00),2143,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2143,Trichomonas Foetus Killed Protozoa Vaccine (USDA: 1859.00),,NO,
VO:0001584,Wart Killed Virus Vaccine (USDA: 1985.50),2144,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2144,Wart Killed Virus Vaccine (USDA: 1985.50),,NO,
VO:0001599,"avian influenza H1N1 Subtype, Killed Virus Vaccine (USDA: 1057.H1)",1148,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1148,"Avian Influenza H1N1 Subtype, Killed Virus Vaccine (USDA: 1057.H1)",,NO,
VO:0001600,"avian influenza H5N2 Subtype, Killed Virus Vaccine (USDA: 10F5.10)",1157,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1157,"Avian Influenza H5N2 Subtype, Killed Virus Vaccine (USDA: 10F5.10)",,NO,
VO:0001601,"avian influenza H5N3 Subtype, Killed Virus Vaccine (USDA: 1057.R3)",1156,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1156,"Avian Influenza H5N3 Subtype, Killed Virus Vaccine (USDA: 1057.R3)",,NO,
VO:0001602,"avian influenza H9N2 Subtype, Killed Virus Vaccine (USDA: 1057.H9)",1155,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1155,"Avian Influenza H9N2 Subtype, Killed Virus Vaccine (USDA: 1057.H9)",,NO,
VO:0001603,"Avian Paramyxovirus Type 1, Killed Virus Vaccine (USDA: 10C5.11)",1163,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1163,"Avian Paramyxovirus Type 1, Killed Virus Vaccine (USDA: 10C5.11)",,NO,
VO:0001604,"Avian Paramyxovirus Type 3, Killed Virus Vaccine (USDA: 10C5.10)",1162,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1162,"Avian Paramyxovirus Type 3, Killed Virus Vaccine (USDA: 10C5.10)",,NO,
VO:0001605,Avian Pneumovirus Modified Live Virus Vaccine (USDA: 1A31.20),1164,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1164,Avian Pneumovirus Modified Live Virus Vaccine (USDA: 1A31.20),,NO,
VO:0001606,Avian Reovirus Killed Virus Vaccine (USDA: 1045.00),1166,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1166,Avian Reovirus Killed Virus Vaccine (USDA: 1045.00),,NO,
VO:0001607,Avian Reovirus Killed Virus Vaccine (USDA: 1045.01),1167,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1167,Avian Reovirus Killed Virus Vaccine (USDA: 1045.01),,NO,
VO:0001608,Avian Reovirus Killed Virus Vaccine (USDA: 1045.02),1168,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1168,Avian Reovirus Killed Virus Vaccine (USDA: 1045.02),,NO,
VO:0001609,Avian Reovirus Killed Virus Vaccine (USDA: 1045.30),1169,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1169,Avian Reovirus Killed Virus Vaccine (USDA: 1045.30),,NO,
VO:0001611,"Bronchitis Ark Type, Live Virus Vaccine (USDA: 1231.1M)",1373,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1373,"Bronchitis Ark Type, Live Virus Vaccine (USDA: 1231.1M)",,NO,
VO:0001612,"Bronchitis Ark Type, Live Virus Vaccine (USDA: 1231.20)",1375,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1375,"Bronchitis Ark Type, Live Virus Vaccine (USDA: 1231.20)",,NO,
VO:0001613,"Bronchitis Ark Type, Live Virus Vaccine (USDA: 1231.21)",1376,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1376,"Bronchitis Ark Type, Live Virus Vaccine (USDA: 1231.21)",,NO,
VO:0001614,"Bronchitis Ark Type, Live Virus Vaccine (USDA: 1231.22)",1377,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1377,"Bronchitis Ark Type, Live Virus Vaccine (USDA: 1231.22)",,NO,
VO:0001615,"Bronchitis Conn Type, Live Virus Vaccine (USDA: 1231.15)",1365,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1365,"Bronchitis Conn Type, Live Virus Vaccine (USDA: 1231.15)",,NO,
VO:0001616,"Bronchitis Delaware Type, Modified Live Virus Vaccine (USDA: 1231.1D)",1368,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1368,"Bronchitis Delaware Type, Modified Live Virus Vaccine (USDA: 1231.1D)",,NO,
VO:0001617,"Bronchitis Georgia Type, Live Virus Vaccine (USDA: 1231.1J)",1371,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1371,"Bronchitis Georgia Type, Live Virus Vaccine (USDA: 1231.1J)",,NO,
VO:0001618,"Bronchitis Georgia Type, Live Virus Vaccine (USDA: 1231.1L)",1372,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1372,"Bronchitis Georgia Type, Live Virus Vaccine (USDA: 1231.1L)",,NO,
VO:0001619,"Bronchitis Mass & Ark Types, Killed Virus Vaccine (USDA: 1235.15)",1382,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1382,"Bronchitis Mass & Ark Types, Killed Virus Vaccine (USDA: 1235.15)",,NO,
VO:0001620,"Bronchitis Mass & Ark Types, Live Virus Vaccine (USDA: 1231.13)",1363,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1363,"Bronchitis Mass & Ark Types, Live Virus Vaccine (USDA: 1231.13)",,NO,
VO:0001621,"Bronchitis Mass & Conn Types, Live Virus Vaccine (USDA: 1231.14)",1364,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1364,"Bronchitis Mass & Conn Types, Live Virus Vaccine (USDA: 1231.14)",,NO,
VO:0001622,"Bronchitis Mass & Conn Types, Live Virus Vaccine (USDA: 1231.1G)",1370,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1370,"Bronchitis Mass & Conn Types, Live Virus Vaccine (USDA: 1231.1G)",,NO,
VO:0001623,"Bronchitis Mass & Conn Types, Live Virus Vaccine (USDA:1231.1N)",1374,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1374,"Bronchitis Mass & Conn Types, Live Virus Vaccine (USDA:1231.1N)",,NO,
VO:0001624,"Bronchitis Mass Type, Live Virus Vaccine (USDA: 1231.12)",1362,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1362,"Bronchitis Mass Type, Live Virus Vaccine (USDA: 1231.12)",,NO,
VO:0001625,"Bronchitis Mass Type, Live Virus Vaccine (USDA: 1231.18)",1366,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1366,"Bronchitis Mass Type, Live Virus Vaccine (USDA: 1231.18)",,NO,
VO:0001626,"Bronchitis Mass Type, Live Virus Vaccine (USDA: 1231.1A)",1367,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1367,"Bronchitis Mass Type, Live Virus Vaccine (USDA: 1231.1A)",,NO,
VO:0001627,"Bronchitis Mass Type, Live Virus Vaccine (USDA: 1231.1F)",1369,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1369,"Bronchitis Mass Type, Live Virus Vaccine (USDA: 1231.1F)",,NO,
VO:0001628,"Bronchitis Mass Type, Live Virus Vaccine (USDA: 1232.10)",1378,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1378,"Bronchitis Mass Type, Live Virus Vaccine (USDA: 1232.10)",,NO,
VO:0001629,"Bronchitis Mass Type, Live Virus Vaccine (USDA: 1232.15)",1379,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1379,"Bronchitis Mass Type, Live Virus Vaccine (USDA: 1232.15)",,NO,
VO:0001630,"Bronchitis Mass Type, Live Virus Vaccine (USDA: 1233.10)",1380,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1380,"Bronchitis Mass Type, Live Virus Vaccine (USDA: 1233.10)",,NO,
VO:0001631,"Bronchitis Mass Type, Live Virus Vaccine (USDA: 1235.10)",1381,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1381,"Bronchitis Mass Type, Live Virus Vaccine (USDA: 1235.10)",,NO,
VO:0001632,Bursal Disease Killed Virus Vaccine (USDA: 1275.00),1403,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1403,Bursal Disease Killed Virus Vaccine (USDA: 1275.00),,NO,
VO:0001633,Bursal Disease Killed Virus Vaccine (USDA: 1275.02),1404,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1404,Bursal Disease Killed Virus Vaccine (USDA: 1275.02),,NO,
VO:0001634,Bursal Disease Killed Virus Vaccine (USDA: 1275.20),1405,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1405,Bursal Disease Killed Virus Vaccine (USDA: 1275.20),,NO,
VO:0001635,Bursal Disease Live Virus Vaccine (USDA: 1271.00),1386,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1386,Bursal Disease Live Virus Vaccine (USDA: 1271.00),,NO,
VO:0001636,Bursal Disease Live Virus Vaccine (USDA: 1271.01),1387,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1387,Bursal Disease Live Virus Vaccine (USDA: 1271.01),,NO,
VO:0001637,Bursal Disease Live Virus Vaccine (USDA: 1271.02),1388,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1388,Bursal Disease Live Virus Vaccine (USDA: 1271.02),,NO,
VO:0001638,Bursal Disease Live Virus Vaccine (USDA: 1271.04),1389,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1389,Bursal Disease Live Virus Vaccine (USDA: 1271.04),,NO,
VO:0001639,Bursal Disease Live Virus Vaccine (USDA: 1271.0A),1390,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1390,Bursal Disease Live Virus Vaccine (USDA: 1271.0A),,NO,
VO:0001640,Bursal Disease Live Virus Vaccine (USDA: 1271.10),1391,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1391,Bursal Disease Live Virus Vaccine (USDA: 1271.10),,NO,
VO:0001641,Bursal Disease Live Virus Vaccine (USDA: 1271.11),1392,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1392,Bursal Disease Live Virus Vaccine (USDA: 1271.11),,NO,
VO:0001642,Bursal Disease Live Virus Vaccine (USDA: 1271.12),1393,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1393,Bursal Disease Live Virus Vaccine (USDA: 1271.12),,NO,
VO:0001643,Bursal Disease Live Virus Vaccine (USDA: 1271.13),1394,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1394,Bursal Disease Live Virus Vaccine (USDA: 1271.13),,NO,
VO:0001644,Bursal Disease Live Virus Vaccine (USDA: 1271.16),1396,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1396,Bursal Disease Live Virus Vaccine (USDA: 1271.16),,NO,
VO:0001645,Bursal Disease Live Virus Vaccine (USDA: 1271.17),1397,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1397,Bursal Disease Live Virus Vaccine (USDA: 1271.17),,NO,
VO:0001646,Bursal Disease Live Virus Vaccine (USDA: 1271.18),1398,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1398,Bursal Disease Live Virus Vaccine (USDA: 1271.18),,NO,
VO:0001647,Bursal Disease Live Virus Vaccine (USDA: 1271.19),1399,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1399,Bursal Disease Live Virus Vaccine (USDA: 1271.19),,NO,
VO:0001648,Bursal Disease Live Virus Vaccine (USDA: 1271.40),1400,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1400,Bursal Disease Live Virus Vaccine (USDA: 1271.40),,NO,
VO:0001649,Bursal Disease Live Virus Vaccine (USDA: 1271.41),1401,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1401,Bursal Disease Live Virus Vaccine (USDA: 1271.41),,NO,
VO:0001650,Bursal Disease Live Virus Vaccine (USDA: 1272.00),1402,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1402,Bursal Disease Live Virus Vaccine (USDA: 1272.00),,NO,
VO:0001651,Bursal Disease Modified Live VirusVaccine (USDA: 1271.15),1395,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1395,Bursal Disease Modified Live VirusVaccine (USDA: 1271.15),,NO,
VO:0001652,"Bursal Disease Standard & Variant, Killed Virus Vaccine (USDA: 12B5.01)",1409,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1409,"Bursal Disease Standard & Variant, Killed Virus Vaccine (USDA: 12B5.01)",,NO,
VO:0001653,"Bursal Disease Standard & Variant, Killed Virus Vaccine (USDA: 12B5.40)",1410,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1410,"Bursal Disease Standard & Variant, Killed Virus Vaccine (USDA: 12B5.40)",,NO,
VO:0001654,"Bursal Disease Standard & Variant, Killed Virus Vaccine (USDA: 12B5.41)",1411,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1411,"Bursal Disease Standard & Variant, Killed Virus Vaccine (USDA: 12B5.41)",,NO,
