ID,LABEL,inSubset,Category,comment,Parent,Parent (name),Equivalent Class,has drug brand name,has drug dose form,alternative label,definition,definition source,term editor,editor note,term tracker item,comment,hasDbXref,NCBI GeneID,Gene names,trade name,immunizes recipient,violin_host,lab animal,violin_animal,status of vaccine development,immunizes against disease,immunizes against pathogen,violin_pathogen,is_manufactured_by,is_manufactured_by (name),has flu season,vaccine type,violin_vaccine_type,has part,has component,has gene mutation,has vaccine allergen,has function,expresses,vaccinated in route,has drug package,associated axioms,has drug supplier,has quantity,has_component,has drug strength
VO:0000065,influenza virus vaccine H5N1 (Sanofi Pasteur Inc),vaccine,VIOLIN,VIOLIN,VO:0000642,influenza virus vaccine,,,,,,WEB: http://atomicnewsreview.org/2009/10/22/approval-for-the-arepanrix%E2%84%A2-gsk-vaccine-in-canada/,Oliver He,,,"Product Name: Influenza Virus Vaccine, H5N1 (for National Stockpile)",,,,,Homo sapiens,Homo sapiens,,,FDA licensed vaccine role,influenza,H5N1 subtype,Influenza virus,VO:0000700,"Sanofi Pasteur, Inc",,inactivated vaccine role,Inactivated or killed monovalent vaccine,,,,,preventive vaccine function,,intramuscular route,,,,,,
VO:0000066,JE-Vax vaccine,vaccine,add,FDA,VO:0000665,Japanese encephalitis virus vaccine,('Japanese encephalitis virus vaccine' and 'has drug brand name' value 'Je-Vax'),Je-Vax,,,"JE-VAX is a sterile, lyophilized vaccine for subcutaneous use, prepared by inoculating mice intracerebrally with Japanese encephalitis (JE) virus, ""Nakayama-NIH"" strain.",https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm179149.htm,Kallan Roan|Oliver He,,,,,,,JE-Vax,Homo sapiens,,,,Canada licensed vaccine role|FDA licensed vaccine role,Japanese encephalitis,Japanese encephalitis virus,,VO:0000698,Research Foundation for Microbial Diseases of Osaka University,,inactivated vaccine role|vaccine monovalent role,,,,,,preventive vaccine function,,subcutaneous route,,,,,,
VO:0000067,Kinrix vaccine,vaccine,VIOLIN,RxNorm not in OMOP|FDA|VIOLIN,VO:0000742,Diphtheria-Tetanus-Pertussis-Poliovirus vaccine,('Diphtheria-Tetanus-Pertussis-Poliovirus vaccine' and 'has drug brand name' value 'Kinrix'),Kinrix,,,,http://purl.bioontology.org/ontology/RXNORM/801721|https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm172495.htm,Oliver He,,,Product Name: Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine|Trade Name: KINRIX,,,,KINRIX,Homo sapiens,Homo sapiens,,,FDA licensed vaccine role,diphtheria|tetanus|pertussis|poliomyelitis,Corynebacterium diphtheriae|Clostridium tetani|Bordetella pertussis|Enterovirus C,Corynebacterium diphtheriae|Clostridium tetani|Poliovirus|Bordetella pertussis,VO:0000690,GlaxoSmithKline plc,,inactivated vaccine role|toxoid vaccine role|combination vaccine role|vaccine monovalent role,Inactivated or killed vaccine|Toxoid vaccine|Toxoid vaccine + Subunit vaccine + Inactivated or killed vaccine,,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated|Bordetella pertussis pertactin vaccine, inactivated|Bordetella pertussis toxoid vaccine, inactivated|inactivated acellular pertussis vaccine|diphtheria toxoid vaccine, inactivated|poliovirus vaccine inactivated, type 1 (Mahoney)|poliovirus vaccine inactivated, type 2 (MEF-1)|poliovirus vaccine inactivated, type 3 (Saukett)|protein of pathogen organism as vaccine component|tetanus toxoid vaccine, inactivated",,,preventive vaccine function,,intramuscular route,,,,,,
VO:0000069,M-M-R II vaccine,vaccine,VIOLIN,FDA|VIOLIN,VO:0000731,Measles-Mumps-Rubella vaccine,('Measles-Mumps-Rubella vaccine' and 'has drug brand name' value 'M-M-R II'),M-M-R II,,MMR II,"A Measles-Mumps-Rubella vaccine that is live attenuated and manufactured by Merck & Co, Inc. ",https://www.fda.gov/biologicsbloodvaccines/vaccines/approvedproducts/ucm094050.htm,Kallan Roan|Oliver He,,,,,,,M-M-R II,Homo sapiens,Homo sapiens,,,Canada licensed vaccine role|FDA licensed vaccine role,measles|mumps|rubella,Measles morbillivirus|Mumps orthorubulavirus|Rubella virus,Mumps virus|Rubella virus|Measles virus,VO:0000695,"Merck & Co., Inc.",,live attenuated vaccine role|combination vaccine role|vaccine monovalent role,Live attenuated vaccine|Live vaccine,,"Mumps Virus Vaccine Live, Jeryl Lynn Strain|Rubella Virus Vaccine Live (Wistar RA 27-3 Strain)",,,preventive vaccine function,,subcutaneous route,,,,,,
VO:0000070,M-M-Vax vaccine,vaccine,add,,VO:0000736,Measles-Mumps vaccine,,,,MEASLES + MUMPS (MM-VAX)|MM-VAX|M-M-Vax,A Measles-Mumps vaccine that is manufactured by Merck and used for human. ,http://novaccine.com/wp-content/uploads/2014/02/mmvax_package_insert.pdf,Oliver He,,,"Product Name: Measles and Mumps Virus Vaccine, Live",,,,M-M-Vax,Homo sapiens,,,,FDA licensed vaccine role,measles|mumps,Measles morbillivirus|Mumps orthorubulavirus,,VO:0000695,"Merck & Co., Inc.",,live attenuated vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0000071,Menactra vaccine,vaccine,VIOLIN,FDA|VIOLIN,VO:0003441,meningococcal conjugate vaccine,('meningococcal conjugate vaccine' and 'has drug brand name' value 'Menactra'),Menactra,,"Meningococcal Polysaccharide (Serogroups A, C, Y and W-135) Diphtheria Toxoid Conjugate Vaccine","Menactra, Meningococcal (Groups A, C, Y and W-135) Polysaccharide Diphtheria Toxoid Conjugate Vaccine, is indicated for active immunization to prevent invasive meningococcal disease caused by Neisseria meningitidis serogroups A, C, Y and W-135.",WEB: http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm176044.htm,Kallan Roan|Oliver He,,,"Product Name: Meningococcal Polysaccharide (Serogroups A, C, Y and W-135) Diphtheria Toxoid Conjugate Vaccine|Trade Name: Menactra",,,,Menactra,Homo sapiens,Homo sapiens,,,Canada licensed vaccine role|FDA licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,Neisseria meningitidis,VO:0000700,"Sanofi Pasteur, Inc",,conjugate vaccine role|vaccine multivalent role,Conjugate vaccine,,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine|Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine|Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine|Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine|polysaccharide of pathogen organism as vaccine component|vaccine conjugate protein,,,preventive vaccine function,,intramuscular route,,,,,,
VO:0000072,Menomune A/C/Y/W-135 vaccine,vaccine,VIOLIN,FDA|VIOLIN,VO:0000053,Neisseria meningitidis vaccine,('Neisseria meningitidis vaccine' and 'has drug brand name' value 'Menomune A/C/Y/W-135'),,,Menomune A C Y W135,,https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm179991.htm,Kallan Roan|Oliver He,,,,,,,Menomune-A/C/Y/W-135,Homo sapiens,Homo sapiens,,,FDA licensed vaccine role|Canada licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,Neisseria meningitidis,VO:0000700,"Sanofi Pasteur, Inc",,vaccine multivalent role,Live attenuated vaccine,,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135|MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y|meningococcal group A polysaccharide|meningococcal group C polysaccharide|polysaccharide of pathogen organism as vaccine component,,latex vaccine allergen,preventive vaccine function,,intramuscular route,,,,,,
VO:0000073,Meruvax II vaccine,vaccine,add,,VO:0010637,Rubella virus vaccine,('Rubella virus vaccine' and 'has drug brand name' value 'Meruvax II'),Meruvax II,,,,,Oliver He,,,Product Name: Rubella Virus Vaccine Live,,,,Meruvax II,Homo sapiens,,,,FDA licensed vaccine role,rubella,Rubella virus,,VO:0000695,"Merck & Co., Inc.",,live attenuated vaccine role,,,,,,preventive vaccine function,,subcutaneous route,,,,,,
VO:0000074,Mumpsvax vaccine,vaccine,add,,VO:0000656,Mumps virus vaccine,('Mumps virus vaccine' and 'has drug brand name' value 'Mumpsvax'),Mumpsvax,,,,,Oliver He,,,Product Name: Mumps Virus Vaccine Live,,,,Mumpsvax,Homo sapiens,,,,FDA licensed vaccine role,mumps,Mumps orthorubulavirus,,VO:0000695,"Merck & Co., Inc.",,,,,,,,preventive vaccine function,,,,,,,,
VO:0000077,Mycobacterium tuberculosis vaccine,vaccine,category,,VO:0000592,Mycobacterium vaccine,('vaccine') and ('immunizes against pathogen' some 'Mycobacterium tuberculosis'),,,tuberculosis vaccine,A Mycobacterium vaccine that protects against Mycobacterium tuberculosis.,,Oliver He,,,,,,,,,,,,,tuberculosis,Mycobacterium tuberculosis,,,,,,,,,,,,,,,,,,,
VO:0000078,Mycobax vaccine,vaccine,VIOLIN,VIOLIN,VO:0000771,BCG vaccine,,,,Mycobax,"Mycobax is a BCG vaccine that is made by Sanofi Pasteur, Ltd.
Ref: http://www.biopharma.com/cgi/full6.lasso?Key=412.65916",,Oliver He,,,Product Name: BCG Vaccine,,,,Mycobax,Homo sapiens,Homo sapiens,,,FDA licensed vaccine role,tuberculosis,Mycobacterium tuberculosis,Mycobacterium tuberculosis,VO:0000699,Sanofi Pasteur Limited,,,Live attenuated vaccine,,,,,preventive vaccine function,,,,,,,,
VO:0000079,Fluzone High-dose,vaccine,VIOLIN,FDA|VIOLIN,VO:0000047,Fluzone,,,,,an influenza vaccine that is similar to Fluzone but has high dose. ,WEB: http://www.fda.gov/downloads/BiologicsBloodVaccines/Vaccines/ApprovedProducts/UCM305079.pdf|https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm112854.htm,Kallan Roan|Oliver He,,,"Product Name: Influenza Virus Vaccine, Trivalent, Types A and B",,,,,Homo sapiens,Homo sapiens,,,FDA licensed vaccine role,influenza,Influenza A virus|Betainfluenzavirus,Influenza virus,VO:0000699,Sanofi Pasteur Limited,,inactivated vaccine role|vaccine multivalent role,Inactivated or killed vaccine,,,,,preventive vaccine function,,intramuscular route,,,,,,
VO:0000081,influenza A (H1N1) 2009 Monovalent Vaccine (Novartis),vaccine,VIOLIN,FDA|VIOLIN,VO:0003211,human H1N1 influenza monovalent vaccine,,,,,,https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm181973.htm,Kallan Roan|Oliver He,,,,,,,,Homo sapiens,Homo sapiens,,,FDA licensed vaccine role,influenza,H1N1 subtype,Influenza virus,VO:0000696,Novartis Vaccines and Diagnostics,,inactivated vaccine role|vaccine monovalent role,Inactivated or killed vaccine,,,,,preventive vaccine function,,intramuscular route,,,,,,
VO:0000082,Pediarix vaccine,vaccine,VIOLIN,RxNorm not in OMOP|FDA|VIOLIN,VO:0000743,Diphtheria-Tetanus-Pertussis-Poliovirus-Hepatitis B vaccine,('Diphtheria-Tetanus-Pertussis-Poliovirus-Hepatitis B vaccine' and 'has drug brand name' value 'Pediarix'),Pediarix,,,,http://purl.bioontology.org/ontology/RXNORM/352877|https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm146759.htm,Kallan Roan|Oliver He,,,,,,,Pediarix,Homo sapiens,Homo sapiens,,,Canada licensed vaccine role|FDA licensed vaccine role,hepatitis B|diphtheria|tetanus|pertussis|poliomyelitis,Hepatitis B virus|Bordetella pertussis|Clostridium tetani|Corynebacterium diphtheriae|Enterovirus C,Corynebacterium diphtheriae|Clostridium tetani|Hepatitis B virus|Poliovirus|Bordetella pertussis,VO:0000690,GlaxoSmithKline plc,,inactivated vaccine role|recombinant vector vaccine role|toxoid vaccine role|combination vaccine role|vaccine monovalent role,Inactivated or killed vaccine|Subunit vaccine + Inactivated or killed vaccine|Toxoid vaccine,,"Hepatitis B surface antigen vaccine|inactivated acellular pertussis vaccine|diphtheria toxoid vaccine, inactivated|poliovirus vaccine inactivated, type 1 (Mahoney)|poliovirus vaccine inactivated, type 2 (MEF-1)|poliovirus vaccine inactivated, type 3 (Saukett)|protein of pathogen organism as vaccine component|tetanus toxoid vaccine, inactivated",,,preventive vaccine function,,intramuscular route,,,,,,
VO:0000083,PedvaxHIB vaccine,vaccine,VIOLIN,FDA|VIOLIN,VO:0000662,Haemophilus influenzae serotype b vaccine,('Haemophilus influenzae serotype b vaccine' and 'has drug brand name' value 'PedvaxHIB'),PedvaxHIB,,,"PedvaxHIB is a highly purified capsular polysaccharide (polyribosylribitol phosphate or PRP) of Haemophilus
influenzae type b (Haemophilus b, Ross strain) that is covalently bound to an outer membrane protein complex (OMPC) of the B11 strain of Neisseria meningitidis serogroup B.",https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm253644.htm|PMID:2791073,Kallan Roan|Oliver He,,,,,,,Liquid PedvaxHIB,Homo sapiens,Homo sapiens,,,FDA licensed vaccine role,haemophilus meningitis,Haemophilus influenzae serotype b,Haemophilus influenzae,VO:0000695,"Merck & Co., Inc.",,conjugate vaccine role|vaccine monovalent role,Conjugate vaccine,,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine|vaccine conjugate protein,,,preventive vaccine function,,,,,,,,
VO:0000084,Pentacel vaccine,vaccine,VIOLIN,RxNorm not in OMOP|FDA|VIOLIN,VO:0010163,"diphtheria, tetanus toxoids and acellular pertussis vaccine, Haemophilus influenzae type b conjugate, and poliovirus vaccine, inactivated (DTaP-Hib-IPV)",('Diphtheria-Tetanus-Pertussis-Poliovirus-Haemophilus b vaccine' and 'has drug brand name' value 'Pentacel'),Pentacel,,,,http://purl.bioontology.org/ontology/RXNORM/674453|https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm172502.htm,Kallan Roan|Oliver He,,,,,,,Pentacel,Homo sapiens,Homo sapiens,,,Canada licensed vaccine role|FDA licensed vaccine role,diphtheria|tetanus|pertussis|poliomyelitis|haemophilus meningitis,Corynebacterium diphtheriae|Clostridium tetani|Bordetella pertussis|Enterovirus C|Haemophilus influenzae,Corynebacterium diphtheriae|Clostridium tetani|Poliovirus|Haemophilus influenzae|Bordetella pertussis,VO:0000699,Sanofi Pasteur Limited,,inactivated vaccine role|conjugate vaccine role|combination vaccine role|vaccine monovalent role|toxoid vaccine role,Subunit vaccine + Inactivated or killed vaccine,,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine|inactivated acellular pertussis vaccine|diphtheria toxoid vaccine, inactivated|poliovirus vaccine inactivated, type 1 (Mahoney)|poliovirus vaccine inactivated, type 2 (MEF-1)|poliovirus vaccine inactivated, type 3 (Saukett)|protein of pathogen organism as vaccine component|tetanus toxoid vaccine, inactivated",,,preventive vaccine function,,intramuscular route,,,,,,
VO:0000085,Plague vaccine by Greer Laboratories Inc,vaccine,VIOLIN,VIOLIN,VO:0000648,Yersinia pestis vaccine,,,,,,,Oliver He,,,Product Name: Plague Vaccine,,,,,Homo sapiens,Homo sapiens,,,FDA licensed vaccine role,,Yersinia pestis,Yersinia pestis,VO:0000691,Greer Laboratories Inc,,,Inactivated or killed vaccine,,,,,preventive vaccine function,,,,,,,,
VO:0000087,Plasmodium falciparum vaccine,vaccine,category,,VO:0000761,malaria vaccine,('vaccine') and ('immunizes against pathogen' some 'Plasmodium falciparum'),,,,a malaria vaccine that protects against malaria caused by Plasmodium falciparum.,,Oliver He,,,,,,,,,,,,,malaria,Plasmodium falciparum|Plasmodium falciparum,,,,,,,,,,,,,,,,,,,
VO:0000088,Pneumovax 23 vaccine,vaccine,VIOLIN,FDA|VIOLIN,VO:0000424,polyvalent pneumococcal vaccine,('polyvalent pneumococcal vaccine' and 'has drug brand name' value 'Pneumovax 23'),Pneumovax 23,,,,https://www.fda.gov/biologicsbloodvaccines/vaccines/approvedproducts/ucm179996.htm,Oliver He|Kallan Roan,,,"Product Name: Pneumococcal Vaccine, Polyvalent",,,,Pneumovax 23,Homo sapiens,Homo sapiens,,,Canada licensed vaccine role|FDA licensed vaccine role,Streptococcus pneumonia,Streptococcus pneumoniae,Streptococcus pneumoniae,VO:0000695,"Merck & Co., Inc.",,vaccine multivalent role,Subunit vaccine,,phenol vaccine preservative|pneumococcal capsular polysaccharide type 1 vaccine|pneumococcal capsular polysaccharide type 10A vaccine|pneumococcal capsular polysaccharide type 11A vaccine|pneumococcal capsular polysaccharide type 12F vaccine|pneumococcal capsular polysaccharide type 14 vaccine|pneumococcal capsular polysaccharide type 15B vaccine|pneumococcal capsular polysaccharide type 17F vaccine|pneumococcal capsular polysaccharide type 18C vaccine|pneumococcal capsular polysaccharide type 19A vaccine|pneumococcal capsular polysaccharide type 19F vaccine|pneumococcal capsular polysaccharide type 2 vaccine|pneumococcal capsular polysaccharide type 20 vaccine|pneumococcal capsular polysaccharide type 22F vaccine|pneumococcal capsular polysaccharide type 23F vaccine|pneumococcal capsular polysaccharide type 3 vaccine|pneumococcal capsular polysaccharide type 33F vaccine|pneumococcal capsular polysaccharide type 4 vaccine|pneumococcal capsular polysaccharide type 5 vaccine|pneumococcal capsular polysaccharide type 6B vaccine|pneumococcal capsular polysaccharide type 7F vaccine|pneumococcal capsular polysaccharide type 8 vaccine|pneumococcal capsular polysaccharide type 9N vaccine|pneumococcal capsular polysaccharide type 9V vaccine,,,preventive vaccine function,,intramuscular route,,,,,,
VO:0000089,Poliovax vaccine,vaccine,VIOLIN,VIOLIN,VO:0000664,Poliovirus vaccine,,,,Poliovax,,,Oliver He,,,Product Name: Poliovirus Vaccine Inactivated (Human Diploid Cell),,,,Poliovax,Homo sapiens,Homo sapiens,,,FDA licensed vaccine role,poliomyelitis,Enterovirus C,Poliovirus,VO:0000699,Sanofi Pasteur Limited,,,Inactivated or killed vaccine,,,,,preventive vaccine function,,,,,,,,
VO:0000090,Prevnar vaccine,vaccine,VIOLIN,FDA|VIOLIN,VO:0000424,polyvalent pneumococcal vaccine,('polyvalent pneumococcal vaccine' and 'has drug brand name' value 'Prevnar'),Prevnar,,,,https://www.fda.gov/biologicsbloodvaccines/vaccines/approvedproducts/ucm180017.htm|https://www.prevnar13.com/,Oliver He,,,Product Name: Pneumococcal 7-valent Conjugate Vaccine (Diphtheria CRM197 Protein)|STN: BLA 101094,,,,Prevnar,Homo sapiens,Homo sapiens,,,Canada licensed vaccine role|FDA licensed vaccine role,Streptococcus pneumonia,Streptococcus pneumoniae,Streptococcus pneumoniae,VO:0000701,Wyeth Pharmaceuticals Inc,,conjugate vaccine role|vaccine multivalent role,Conjugate vaccine,,vaccine conjugate protein,,,preventive vaccine function,,intramuscular route,,,,,,
VO:0000091,ProQuad vaccine,vaccine,VIOLIN,FDA|VIOLIN,VO:0000737,Measles-Mumps-Rubella-Varicella vaccine,('Measles-Mumps-Rubella-Varicella vaccine' and 'has drug brand name' value 'ProQuad'),ProQuad,,,"A Measles-Mumps-Rubella-Vericella vaccine that is live and manufactured by Merck & Co, Inc. ",WEB: http://www.merck.com/product/usa/pi_circulars/p/proquad/proquad_pi.pdf|https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm188806.htm,Kallan Roan|Oliver He,,,,,,,PROQUAD,Homo sapiens,Homo sapiens,,,FDA licensed vaccine role,measles|mumps|rubella|chickenpox,Measles morbillivirus|Mumps orthorubulavirus|Rubella virus|Human alphaherpesvirus 3,Rubella virus|Mumps virus|Measles virus|Varicella-zoster virus,VO:0000695,"Merck & Co., Inc.",,live attenuated vaccine role|combination vaccine role|vaccine monovalent role,Live attenuated vaccine,,"Mumps Virus Vaccine Live, Jeryl Lynn Strain|Rubella Virus Vaccine Live (Wistar RA 27-3 Strain)|Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain",,,preventive vaccine function,,,,,,,,
