ID,LABEL,inSubset,Parent,Parent (name),Equivalent Class,alternative label,term editor,Comment,immunizes host,immunizes against pathogen,has role,has component,has quality,has drug brand name,has drug dose form,has drug package,has drug supplier,has quantity,has component,has drug strength,JZ comment
VO:0015129,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML Prefilled Syringe [Epaxal] Box of 1 by Kohlpharma,vaccine,VO:0015128,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML Prefilled Syringe [Epaxal] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Epaxal,prefilled syringe,Box of 1,Kohlpharma,0.5 ML,,48 UNT/ML,
VO:0015130,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML Prefilled Syringe [Epaxal] Box of 10,vaccine,VO:0015127,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML Prefilled Syringe [Epaxal],,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Epaxal,prefilled syringe,Box of 10,,0.5 ML,,48 UNT/ML,
VO:0015131,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML Prefilled Syringe Box of 1,vaccine,VO:0015126,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML Prefilled Syringe,('0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML Prefilled Syringe') and 'has drug package' value 'Box of 1',,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,,prefilled syringe,Box of 1,,0.5 ML,,48 UNT/ML,
VO:0015132,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML Prefilled Syringe Box of 10,vaccine,VO:0015126,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML Prefilled Syringe,('0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML Prefilled Syringe') and 'has drug package' value 'Box of 10',,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,,prefilled syringe,Box of 10,,0.5 ML,,48 UNT/ML,
VO:0015133,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution,vaccine,VO:0015298,Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,,injectable solution,,,0.5 ML,,50 UNT/ML,
VO:0015134,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution [Vaqta],vaccine,VO:0015133,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Vaqta,injectable solution,,,0.5 ML,,50 UNT/ML,
VO:0015135,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution [Vaqta] Box of 1,vaccine,VO:0015134,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution [Vaqta],,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Vaqta,injectable solution,Box of 1,,0.5 ML,,50 UNT/ML,
VO:0015136,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution [Vaqta] Box of 1 by Merck,vaccine,VO:0015135,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution [Vaqta] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Vaqta,injectable solution,Box of 1,Merck,0.5 ML,,50 UNT/ML,
VO:0015137,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution [Vaqta] Box of 1 by Sanofi,vaccine,VO:0015135,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution [Vaqta] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Vaqta,injectable solution,Box of 1,Sanofi,0.5 ML,,50 UNT/ML,
VO:0015138,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution Box of 1,vaccine,VO:0015133,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution,('0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution') and 'has drug package' value 'Box of 1',,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,,injectable solution,Box of 1,,0.5 ML,,50 UNT/ML,
VO:0015139,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe,vaccine,VO:0015298,Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,,prefilled syringe,,,0.5 ML,,50 UNT/ML,
VO:0015140,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta],vaccine,VO:0015139,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Vaqta,prefilled syringe,,,0.5 ML,,50 UNT/ML,
VO:0015141,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta] Box of 1,vaccine,VO:0015140,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta],,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Vaqta,prefilled syringe,Box of 1,,0.5 ML,,50 UNT/ML,
VO:0015142,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta] Box of 1 by Merck,vaccine,VO:0015141,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Vaqta,prefilled syringe,Box of 1,Merck,0.5 ML,,50 UNT/ML,
VO:0015143,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta] Box of 1 by Sanofi,vaccine,VO:0015141,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Vaqta,prefilled syringe,Box of 1,Sanofi,0.5 ML,,50 UNT/ML,
VO:0015144,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe Box of 1,vaccine,VO:0015139,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe,('0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe') and 'has drug package' value 'Box of 1',,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,,prefilled syringe,Box of 1,,0.5 ML,,50 UNT/ML,
VO:0015145,"0.5 ML Hepatitis A Vaccine, Inactivated 320 UNT/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Intramuscular Solution",vaccine,VO:0015325,"Hepatitis A Vaccine, Inactivated / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Intramuscular Solution",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A|Salmonella enterica subsp. enterica serovar Typhi,licensed vaccine role,"Hepatitis A Vaccine, Inactivated|Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain",vaccine organism inactivated,,intramuscular solution,,,0.5 ML,,320 UNT/ML; 0.05 MG/ML,
VO:0015146,"0.5 ML Hepatitis A Vaccine, Inactivated 320 UNT/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Intramuscular Solution [Vivaxim]",vaccine,VO:0015145,"0.5 ML Hepatitis A Vaccine, Inactivated 320 UNT/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Intramuscular Solution",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A|Salmonella enterica subsp. enterica serovar Typhi,licensed vaccine role,"Hepatitis A Vaccine, Inactivated|Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain",vaccine organism inactivated,Vivaxim,intramuscular solution,,,0.5 ML,,320 UNT/ML; 0.05 MG/ML,
VO:0015147,"0.5 ML Hepatitis A Vaccine, Inactivated 320 UNT/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Intramuscular Solution [Vivaxim] by Sanofi",vaccine,VO:0015146,"0.5 ML Hepatitis A Vaccine, Inactivated 320 UNT/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Intramuscular Solution [Vivaxim]",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A|Salmonella enterica subsp. enterica serovar Typhi,licensed vaccine role,"Hepatitis A Vaccine, Inactivated|Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain",vaccine organism inactivated,Vivaxim,intramuscular solution,,Sanofi,0.5 ML,,320 UNT/ML; 0.05 MG/ML,
VO:0015148,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe,vaccine,VO:0015235,Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,,prefilled syringe,,,1 ML,,1.44 UNT/ML,
VO:0015149,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix],vaccine,VO:0015148,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,,,1 ML,,1.44 UNT/ML,
VO:0015150,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1,vaccine,VO:0015149,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix],,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 1,,1 ML,,1.44 UNT/ML,
VO:0015151,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1 by Aca Mueller,vaccine,VO:0015150,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 1,Aca Mueller,1 ML,,1.44 UNT/ML,
VO:0015152,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1 by Cc,vaccine,VO:0015150,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 1,Cc,1 ML,,1.44 UNT/ML,
VO:0015153,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1 by Emra-Med,vaccine,VO:0015150,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 1,Emra-Med,1 ML,,1.44 UNT/ML,
VO:0015154,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1 by Eurim-Pharm,vaccine,VO:0015150,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 1,Eurim-Pharm,1 ML,,1.44 UNT/ML,
VO:0015155,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1 by European,vaccine,VO:0015150,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 1,European,1 ML,,1.44 UNT/ML,
VO:0015156,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1 by Gerke,vaccine,VO:0015150,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 1,Gerke,1 ML,,1.44 UNT/ML,
VO:0015157,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1 by Haematogmbh,vaccine,VO:0015150,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 1,Haematogmbh,1 ML,,1.44 UNT/ML,
VO:0015158,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1 by Kohlpharma,vaccine,VO:0015150,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 1,Kohlpharma,1 ML,,1.44 UNT/ML,
VO:0015159,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1 by Mevita,vaccine,VO:0015150,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 1,Mevita,1 ML,,1.44 UNT/ML,
VO:0015160,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1 by Mtk,vaccine,VO:0015150,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 1,Mtk,1 ML,,1.44 UNT/ML,
VO:0015161,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1 by MZG,vaccine,VO:0015150,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 1,MZG,1 ML,,1.44 UNT/ML,
VO:0015162,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1 by Orifarm Leverkus,vaccine,VO:0015150,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 1,Orifarm Leverkus,1 ML,,1.44 UNT/ML,
VO:0015163,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1 by Veron,vaccine,VO:0015150,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 1,Veron,1 ML,,1.44 UNT/ML,
VO:0015164,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10,vaccine,VO:0015149,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix],,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 10,,1 ML,,1.44 UNT/ML,
VO:0015165,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Cc,vaccine,VO:0015164,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 10,Cc,1 ML,,1.44 UNT/ML,
VO:0015166,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Emra-Med,vaccine,VO:0015164,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 10,Emra-Med,1 ML,,1.44 UNT/ML,
VO:0015167,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Eurim-Pharm,vaccine,VO:0015164,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 10,Eurim-Pharm,1 ML,,1.44 UNT/ML,
VO:0015168,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Gerke,vaccine,VO:0015164,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 10,Gerke,1 ML,,1.44 UNT/ML,
VO:0015169,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Kohlpharma,vaccine,VO:0015164,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 10,Kohlpharma,1 ML,,1.44 UNT/ML,
VO:0015170,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Mevita,vaccine,VO:0015164,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 10,Mevita,1 ML,,1.44 UNT/ML,
VO:0015171,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by MZG,vaccine,VO:0015164,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 10,MZG,1 ML,,1.44 UNT/ML,
VO:0015172,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Orifarm Leverkus,vaccine,VO:0015164,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 10,Orifarm Leverkus,1 ML,,1.44 UNT/ML,
VO:0015173,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Veron,vaccine,VO:0015164,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,Havrix,prefilled syringe,Box of 10,Veron,1 ML,,1.44 UNT/ML,
VO:0015174,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe Box of 1,vaccine,VO:0015148,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe,('1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe') and 'has drug package' value 'Box of 1',,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatovirus A,licensed vaccine role,Hepatitis A Vaccine (Inactivated) Strain HM175,vaccine organism inactivated,,prefilled syringe,Box of 1,,1 ML,,1.44 UNT/ML,
