order,Ontology ID,LABEL,altID,Parent label,Parent,Equivalent Class,Gene names,NCBI GeneID,status of vaccine development,has role,has quality,vaccine component/role,has function,immunizes disease,immunizes recipient,immunizes against pathogen,vaccinated in route,definition,PubMed,other link,VIOLIN ID,VIOLIN Link,GitHub tracker,NCI link,NCT link,Term editors,alternative label,database_cross_reference,term tracker item,xingxian comment
72,VO:0004604,Autologous TriMix-DC Melanoma Vaccine,,melanoma vaccine,VO:0000422,,Gene name: gp100 (PMEL)|Gene name: MAGEA3|Gene name: MAGEC2|Gene name: CD40LG|Gene name: Tyrosinase|Gene name: TLR4|Gene name: CD70,6490|4102|51438|959|7299|7099|970,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens,,,"A dendritic cell vaccine consisting of dendritic cells (DCs) electroporated with mRNA encoding three adjuvants, CD40 ligand (CD40L), a constitutively active TLR4, and CD70 (all together termed TriMix); coelectroporated with full-length mRNA encoding MAGE-A3, MAGE-C2, Tyrosinase and gp100; and linked to DC-LAMP, with potential immunostimulating activity. Upon vaccination, the DCs may stimulate the immune system to mount an antigen-specific cytotoxic T-lymphocyte (CTL) response against the melanoma antigens. This may decrease cellular proliferation of melanoma cells expressing these antigens. Electroporation with the adjuvants CD40L and TLR4 allows for the generation of mature and active DCs; electroporation with CD70 provides a costimulatory signal to CD27+ naive T cells thereby supporting T-cell proliferation and inhibiting T-cell apoptosis.",,,5238,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5238,https://github.com/vaccineontology/VO/issues/286,,,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He ,,,,
73,VO:0004609,pCR3.1-VS-HSP65-TP-GRP6-M2,,cancer vaccine,VO:0000177,,,,,,,,therapeutic vaccine function,melanoma,,,intramuscular route,,,,3987,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=3987,,,,RS|NF|Oliver He,,,,
74,VO:0004610,SRL172,,cancer vaccine,VO:0000177,,,,,,,,therapeutic vaccine function,melanoma,,,intramuscular route,,,,4001,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4001,,,,RS|NF|Oliver He,,,,
75,VO:0004611,VMCL,,cancer vaccine,VO:0000177,,,,,,,,therapeutic vaccine function,melanoma,,,intramuscular route,,,,4019,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4019,,,,RS|NF|Oliver He,,,,
76,VO:0004612,Newcastle disease virus lysate,,cancer vaccine,VO:0000177,,,,,,,,therapeutic vaccine function,melanoma,,,intramuscular route,,,,4025,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4025,,,,RS|NF|Oliver He,,,,
77,VO:0004613,smallpox vaccine,,cancer vaccine,VO:0000177,,,,,,,,therapeutic vaccine function,melanoma,,,intramuscular route,,,,4044,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4044,,,,RS|NF|Oliver He,,,,
78,VO:0004614,mRNA-electroporated dendritic cells encoding gp100 and tyrosinase as melanoma vaccine,,melanoma vaccine,VO:0000422,,,,,,,,therapeutic vaccine function,melanoma,,,intramuscular route,,PubMed:22896657,,4054,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4054,,,,RS|NF|Oliver He|Yuying Pan,,,,
79,VO:0004615,pcDNA3-MCC/ST,,cancer vaccine,VO:0000177,,,,,,,,therapeutic vaccine function,melanoma,,,intramuscular route,,,,4057,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4057,,,,RS|NF|Oliver He,,,,
80,VO:0004616,Multivalent immunotherapeutic vaccine,,melanoma vaccine,VO:0000422,,Gene name: MLANA|Gene name: gp100,2315|6490,,,,,therapeutic vaccine function,melanoma,,,intramuscular route,"The approach focuses on the use of five primary patient derived melanoma cells (MEL-2, MEL-V, 3MM, KFM, and GLM-2). These cells display differential in vitro migratory and invasive properties as well as have the ability to form solid tumors when implanted into BALB/c nude mice. The retention of the innate phenotype of these primary patient derived cells together with the expression of a multitude repertoire of melanoma associated antigens offers a novel opportunity to target melanoma so as to avoid immune evasion",,,4064,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4064,https://github.com/vaccineontology/VO/issues/557,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
81,VO:0004617,short overlapping peptides and full-length recombinant protein,,cancer vaccine,VO:0000177,,,,,,,,therapeutic vaccine function,melanoma,,,intramuscular route,,,,4079,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4079,,,,RS|NF|Oliver He,,,,
82,VO:0004705,Poliovirus vector expressing model antigen H2-Kb-restricted CTL epitope,,cancer vaccine,VO:0000177,,,,,recombinant vector vaccine role,,has viral vaccine vector,therapeutic vaccine function,melanoma,,,intramuscular route,,,,4190,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4190,,,,RS|NF|Oliver He,,,,
83,VO:0004708,Maraba virus MG1 Vaccine,,melanoma vaccine,VO:0000422,,Gene name: MUC5B,727897,,recombinant vector vaccine role,,has viral vaccine vector,therapeutic vaccine function,melanoma,,,intramuscular route,,,,4193,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4193,https://github.com/vaccineontology/VO/issues/496,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
84,VO:0004713,rMeV- SCD,,cancer vaccine,VO:0000177,,,,,,,,therapeutic vaccine function,cholangiocarcinoma,,,intramuscular route,,,,4198,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4198,,,,RS|NF|Oliver He,,,,
85,VO:0004716,rMCMV-TRP2,,cancer vaccine,VO:0000177,,,,,,,,therapeutic vaccine function,melanoma,,,intramuscular route,,,,4201,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4201,,,,RS|NF|Oliver He,,,,
86,VO:0004739,ALVAC-P53 Vaccine,,colon cancer vacine,VO:0005489,,Gene name: TP53 (P53),7157,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,colon cancer,Homo sapiens,,intramuscular route,Several canarypox virus recombinants expressing human or murine p53 in wild-type or mutant form were constructed,PubMed:12006514,,4225,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4225,,,,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He ,,,,
87,VO:0004761,rMVTT- HPV16-E6/E7,,cancer vaccine,VO:0000177,,,,,,,,preventive vaccine function,HPV associated cancer,,Human papillomavirus,intramuscular route,,,,4251,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4251,,,,RS|NF|Oliver He,,,,
88,VO:0004764,MG1-hDCT Vaccine,,melanoma vaccine,VO:0000422,,Gene name: MAGEA1,4100,,,,,therapeutic vaccine function,melanoma,,,intramuscular route,,,,4255,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4255,https://github.com/vaccineontology/VO/issues/527,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
89,VO:0005278,(H115D)VHL35 Peptide Vaccine,,renal cancer vaccine,VO:0005494,,,,Clinical trial,subunit vaccine role,,,therapeutic vaccine function,kidney cancer,Homo sapiens,,,"A peptide vaccine derived from the von Hippel-Lindau (VHL) tumor suppressor protein, a general transcription factor. In (H115D)VHL35 peptide, histidine is substituted for an aspartic acid in position 115. It might be used to elicit or boost cellular immunity to cancers that expressing the von Hippel-Lindau mutation.",,,5304,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5304,https://github.com/vaccineontology/VO/issues/77,,,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He ,,,,
90,VO:0007000,Oncolytic Adenovirus Encoding GM-CSF Vaccine,,bladder cancer vaccine,VO:0005485,,Gene name: CSF-2,1437,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,urinary bladder cancer,Homo sapiens|Mus musculus,,,"A recombinant oncolytic adenovirus encoding the immunohematopoietic cytokine granulocyte-macrophage colony stimulating factor (GM-CSF) with potential antineoplastic activity. Upon administration, the oncolytic adenovirus selectively infects and replicates in tumor cells, which may result in tumor cells lysis. Synergistically, GM-CSF (sargramostim) expressed by the oncolytic adenovirus may promote a cytotoxic T cell response against tumor cells harboring the oncolytic adenovirus, resulting in an immune-mediated tumor cell death.",PubMed:28530155,,5475,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5475,https://github.com/vaccineontology/VO/issues/75,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C48412,NCT: https://clinicaltrials.gov/ct2/show/NCT00109655,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
91,VO:0007001,Recombinant Adenovirus-Interferon/Syn3 Vaccine,,bladder cancer vaccine,VO:0005485,,Gene name: IFNA2,3440,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,urinary bladder cancer,Homo sapiens|Mus musculus,,,"A non-replicating recombinant adenovirus type 5 (Ad5)-vector encoding the gene for interferon alpha-2b (IFN_2b) and the gene transfer enhancement agent Syn 3, with potential antineoplastic activity. Upon intravesical administration, recombinant adenovirus-interferon with Syn3 transfects both cancerous and normal bladder cells, and the adenovirus secretes interferon (IFN_2b) into the bladder. IFN exerts a direct antitumor killing effect and a bystander effect, thereby killing adjacent, non-transfected cancerous bladder cells. Syn 3 enhances the ability of the adenoviral vector to transfect cells.",PubMed:28834453,,5047,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5047,https://github.com/vaccineontology/VO/issues/322,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C104743,NCT: https://clinicaltrials.gov/ct2/show/NCT02773849,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
92,VO:0007002,Recombinant Fowlpox GM-CSF Vaccine Adjuvant,,bladder cancer vaccine,VO:0005485,,Gene name: GM-CSF,1437,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,urinary bladder cancer,Homo sapiens|Mus musculus,,,"A cancer vaccine adjuvant consisting of a recombinant fowlpox virus encoding human granulocyte-macrophage colony-stimulating factor (GM-CSF). GM-CSF binds to specific cell surface receptors on various immuno-hematopoietic cell types, enhancing their proliferation and differentiation and stimulating macrophage and dendritic cell functions in antigen presentation and antitumor cell-mediated immunity. Administration of recombinant fowlpox GM-CSF vaccine adjuvant may induce an immune response against tumor cells. Fowlpox virus is an attractive vector because its genome is easy to manipulate and it is replication incompetent in mammalian cells.",PubMed:15780740,,4994,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4994,https://github.com/vaccineontology/VO/issues/328,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C2686,NCT: https://clinicaltrials.gov/ct2/show/NCT00072137,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
93,VO:0007003,PEP-CMV Vaccine,,brain cancer vacine,VO:0005428,,Gene name: pp65(Lcp 1),18826,Clinical trial,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,brain cancer,Homo sapiens|Mus musculus,,,A peptide vaccine derived from cytomegalovirus (CMV) antigens with potential immunostimulating activity. Intradermal administration of the PEP-CMV vaccine may stimulate the immune system to mount a specific helper and cytotoxic T-lymphocyte (CTL) response against CMV-infected tumor cells. Infection with the herpesvirus CMV may play a significant role in tumor cell initiation and progression as well as chemoresistance.,PubMed:31806885,,5259,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5259,https://github.com/vaccineontology/VO/issues/118,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C107243,NCT: https://clinicaltrials.gov/ct2/show/NCT02864368,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
94,VO:0007004,PF-04948568 Vaccine,,brain cancer vacine,VO:0005428,,Gene name: EGFR,1956,Clinical trial,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,brain cancer,Homo sapiens|Mus musculus,,,"A cancer vaccine consisting of a human epidermal growth factor receptor variant III (EGFRvIIi)-specific peptide conjugated to the non-specific immunomodulator keyhole limpet hemocyanin (KLH) with potential antineoplastic activity. Vaccination with rindopepimut may elicit a cytotoxic T-lymphocyte (CTL) immune response against tumor cells expressing EGFRvIII. EGFRvIII, a functional variant of EGFR that is not expressed in normal tissues, was originally discovered in glioblastoma multiforme (GBM) and has also been found in various other cancers such as breast, ovarian, metastatic prostate, colorectal, and head and neck cancers. EGFRvIII contains an 83 amino acid deletion in its extracellular domain and has been shown to transform NIH/3T3 mouse embryonic fibroblast cells in vitro.",PubMed:28844499,,5032,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5032,https://github.com/vaccineontology/VO/issues/120,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C69076,NCT: https://clinicaltrials.gov/ct2/show/NCT01498328,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
95,VO:0007005,Recombinant Adenovirus-LacZ Vaccine,,brain cancer vacine,VO:0005428,,Gene name: lacZ,945006,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,brain cancer,Homo sapiens|Mus musculus,,,,PubMed:21078216,,5192,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5192,https://github.com/vaccineontology/VO/issues/324,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C29786,,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
96,VO:0007006,Synthetic Glioblastoma Mutated Tumor-specific Peptides Vaccine Therapy APVAC2,,brain cancer vacine,VO:0005428,,,,Clinical trial,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,brain cancer,Homo sapiens,,,"A personalized peptide-based cancer vaccine comprised of one or two de novo synthesized patient-specific tumor-mutated peptides associated with glioblastoma (GB), with potential immunomodulating and antineoplastic activities. Vaccination with synthetic GB mutated tumor-specific peptides vaccine therapy APVAC2 stimulates the host immune system to mount a cytotoxic T-lymphocyte (CTL) response against tumor cells expressing the selected mutated tumor-associated peptides, which results in decreased GB growth. These peptides are specifically selected and synthesized based on the expression of the patient‚àö√Øs own mutated tumor-associated antigens, which were detected during individual tumor genome sequencing.",,,5086,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5086,,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C116332,NCT: https://clinicaltrials.gov/ct2/show/NCT02149225,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
97,VO:0007007,Synthetic Glioblastoma Tumor-associated Peptides Vaccine Therapy APVAC1,,brain cancer vacine,VO:0005428,,Gene name: EGFR,1956,Clinical trial,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,brain cancer,Homo sapiens,,,"A personalized peptide-based cancer vaccine comprised of five to ten peptides associated with glioblastoma (GB), with potential immunomodulating and antineoplastic activities. Vaccination with synthetic GB tumor-associated peptides vaccine therapy APVAC1 stimulates the host immune system to mount a cytotoxic T-lymphocyte (CTL) response against tumor cells expressing the tumor associated peptides, and results in decreased GB growth. The peptides are derived from a glioma actively-personalized vaccine consortium (GAPVAC) warehouse and are specifically selected based on the patient's expression of tumor-associated antigens.",,,5231,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5231,,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C116331,NCT: https://clinicaltrials.gov/ct2/show/NCT02149225,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
98,VO:0007008,VEGFR-2 DNA Vaccine VXM01,,brain cancer vacine,VO:0005428,,Gene name: KDR,3791,Clinical trial,DNA vaccine role,,,therapeutic vaccine function,brain cancer,Homo sapiens,,,"An orally available DNA cancer vaccine containing an attenuated strain of the bacterium Salmonella typhimurium encoding murine vascular endothelial growth factor receptor 2 (VEGFR-2) (VXM01), with potential immunomodulating, anti-angiogenic and antineoplastic activity. Upon oral administration and successful transduction, VEGFR-2 DNA vaccine VXM01 expresses VEGFR-2 in addition to inducing the expression of T-cell activation markers, such as CD25, interleukin-2, the early T-cell activation antigen CD69 and the lymphocyte function-associated antigen LFA-2. The immune response targets the fast growing VEGFR-2 expressing endothelial cells found in the tumor vasculature, thereby blocking angiogenesis which may ultimately inhibit tumor cell proliferation. VEGFR-2 is a receptor tyrosine kinase overexpressed on proliferating endothelial cells in the tumor vasculature.",PubMed:29632710,,5521,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5521,,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C99378,NCT: https://clinicaltrials.gov/ct2/show/NCT02718443,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
99,VO:0007009,Nelipepimut-S Plus GM-CSF Vaccine,,Breast Cancer Vaccine,VO:0005484,,Gene name: ERBB2,2064,Clinical trial,peptide vaccine role,,multipeptide vaccine role,therapeutic vaccine function,breast cancer,Homo sapiens|Mus musculus,,,"A cancer peptide vaccine comprised of a human leukocyte antigen (HLA) A2/A3 restricted HER2/neu (ERBB2) peptide from the extracellular domain of the HER2 protein (E75 peptide) and combined with the immunoadjuvant granulocyte-macrophage colony-stimulating factor (GM-CSF), with potential immunomodulating and antineoplastic activity. Upon intradermal injection, nelipepimut-S plus GM-CSF vaccine may induce a specific cytotoxic T-lymphocyte (CTL) response against HER2/neu-expressing tumor cell types. HER2/neu, a tumor-associated antigen and a member of the epidermal growth factor receptor family of tyrosine kinases, is overexpressed in various tumor cell types. GM-CSF potentiates the antitumor immune response.",PubMed:33485895,,5363,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5363,https://github.com/vaccineontology/VO/issues/54,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C99228,NCT: https://clinicaltrials.gov/ct2/show/NCT02636582,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
100,VO:0007010,Personalized Synthetic Long Peptide Breast Cancer Vaccine,,Breast Cancer Vaccine,VO:0005484,,,,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,breast cancer,Homo sapiens|Mus musculus,,,"A cancer vaccine consisting of one or more long, synthetic peptides derived from patient-specific breast cancer tumor-associated antigens (TAAs), with potential immunomodulating and antineoplastic activities. Upon intramuscular administration of the personalized synthetic long peptide breast cancer vaccine, the peptides stimulate the host immune system to mount a cytotoxic T-lymphocyte (CTL) response against tumor cells expressing the TAAs, which results in tumor cell lysis.",,,5348,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5348,,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C121947,NCT: https://clinicaltrials.gov/ct2/show/NCT02427581,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
