ID,LABEL,InSubset,Parent,has part,has role,in taxon,definition,definition source,term editor,alternative label,seeAlso,editor note,comment,comment
VO:0010777,Shigella protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010778,Neisseria meningitidis protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010779,Streptococcus pneumoniae protein,protein,G+ bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010780,Hepatitis A virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010781,Hepatitis B virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010782,Influenza virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010783,Japanese encephalitis virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010784,Measles virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010785,Mumps virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010786,Human papillomavirus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010787,Poliovirus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010788,Rabies virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010789,Rotavirus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010790,Rubella virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010791,Yellow fever virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010792,Varicella-zoster virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010793,Tick-borne Encephalitis Virus (TBEV) protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010794,Chlamydophila pneumoniae protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010795,Chlamydia muridarum protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010796,Yersinia pseudotuberculosis protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010797,Bovine Leukemia virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010798,Corynebacterium diphtheriae protein,protein,G+ bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010799,Porcine circovirus 2 protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010800,Pseudorabies virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010801,Classical swine fever virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010802,Bovine herpesvirus 1 protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010803,West Nile virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010804,Marek's disease virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010805,Newcastle disease virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010806,Feline leukemia virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010807,Canine parvovirus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010808,Canine coronavirus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010809,Canine distemper virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010810,Infectious Hematopoietic Necrosis Virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010811,Lawsonia intracellularis protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010812,Porphyromonas gulae protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010813,Yersinia ruckeri protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010814,Aeromonas salmonicida protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010815,Vibrio anguillarum (Listonella anguillarum) protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010816,Streptococcus equi protein,protein,G+ bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010817,Chlamydophila abortus protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010818,Mycoplasma synoviae protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010819,Mycoplasma gallisepticum protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010820,Bordetella avium protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010821,Actinobacillus pleuropneumoniae protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010822,Eimeria spp. protein,protein,parasite protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010823,Eimeria tenella protein,protein,Eimeria spp. protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010824,Theileria parva protein,protein,parasite protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010825,Theileria annulata protein,protein,parasite protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010826,Toxoplasma gondii protein,protein,parasite protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010827,Babesia bovis protein,protein,parasite protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010828,Neospora caninum protein,protein,parasite protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010829,Giardia duodenalis protein,protein,Giardia spp. protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010830,Sarcocystis neurona protein,protein,parasite protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010831,Babesia canis protein,protein,parasite protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010832,Leishmania donovani protein,protein,Leishmania protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010833,Eimeria maxima protein,protein,Eimeria spp. protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010834,Herpes simplex virus type 1 and 2 protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010835,Leishmania major protein,protein,Leishmania protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010836,Leishmania infantum protein,protein,Leishmania protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010837,Leishmania amazonensis protein,protein,Leishmania protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010838,Trypanosoma cruzi protein,protein,parasite protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010839,Chlamydophila psittaci protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010840,Burkholderia pseudomallei protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010841,Western equine encephalomyelitis virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010842,Cryptosporidium parvum protein,protein,parasite protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010843,Hendra virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010844,Dengue Virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010845,Nipah virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010846,Rickettsia spp protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010847,Bordetella pertussis protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010848,Vibrio cholerae protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010849,Rift Valley Fever virus protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010850,SARS-CoV protein,protein,virus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010851,Yersinia enterocolitica protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010852,Entamoeba histolytica protein,protein,parasite protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010853,Coccidioides spp. protein,protein,fungus protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010854,Trypanosoma brucei protein,protein,parasite protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010855,Helicobacter pylori protein,protein,G- bacterium protein,,,,,,Oliver He|Allen Xiang,,,,,
VO:0010856,SodC from B. abortus strain 2308,protein,Brucella protein,,protective antigen role,,,,Oliver He|Allen Xiang,,VIOLILN Protegen ID: 3; NCBI Protein GI: 83269434; NCBI Protein Accession: YP_418725.1; NCBITaxon: 234,,"IMMUNOGENICITY: Induces antigen-specific Th1 immune response, as indicated by the specific induction of serum IgG2a, but not IgG1, antibodies and by the secretion of IFN-alpha but not IL-4, by the Cu/Zn SOD-stimulated splenocytes. Has been used for vaccine development [PubMed: 10816475][PubMed: 11953393][PubMed: 12933826].    

MUTATION: An isogenic sodC mutant constructed from B abortus 2308 by gene replacement exhibited much greater susceptibility to killing by exogenous O(2)(-) than the parental 2308 strain, supporting a role for SodC in protecting this bacterium from O(2)(-) stress. The B abortus sodC mutant was much more sensitive to killing by cultured resident peritoneal macrophages from C57BL6J mice than 2308, and its attenuation in cultured murine macrophages was enhanced when these phagocytes were treated with gamma interferon. The attenuation of the B abortus sodC mutant in both resting and IFN-gamma-activated macrophages was alleviated in the presence of the NADPH oxidase inhibitor apocynin. Consistently, the B abortus sodC mutant also displayed significant attenuation in infected C57BL6J mice compared to the parental strain. These findings suggest that SodC protects B abortus 2308 from the respiratory burst of host macrophages [PubMed: 15845493].",
VO:0010857,Lef from B. anthracis str. A2012,protein,Bacillus anthracis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 5; NCBI Gene GI: 1158731; NCBI Protein GI: 40646957; NCBI Protein Accession: AAR88323.1; NCBITaxon: 32630,,,
VO:0010858,EBOV GP,protein,Ebola virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 10; NCBI Gene GI: 955190,,,
VO:0010859,EBOV NP,protein,Ebola virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 11; NCBI Gene GI: 955194; NCBI Protein GI: 22789223; NCBI Protein Accession: NP_690580; NCBITaxon: 186539,,,
VO:0010860,VP24 from Reston ebolavirus,protein,Ebola virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 12; NCBI Gene GI: 955193; NCBI Protein GI: 22789228; NCBI Protein Accession: NP_690586; NCBITaxon: 186539,,,
VO:0010861,VP40 from Reston ebolavirus,protein,Ebola virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 13; NCBI Gene GI: 955192; NCBI Protein GI: 22789225; NCBI Protein Accession: NP_690582; NCBITaxon: 186539,,,
VO:0010862,VP30 from Reston ebolavirus,protein,Ebola virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 14; NCBI Gene GI: 955196; NCBI Protein GI: 22789227; NCBI Protein Accession: NP_690585; NCBITaxon: 186539,,,
VO:0010863,VP35 from Reston ebolavirus,protein,Ebola virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 15; NCBI Gene GI: 955189; NCBI Protein GI: 22789224; NCBI Protein Accession: NP_690581; NCBITaxon: 186539,,,
VO:0010864,VP35 from Zaire ebolavirus,protein,Ebola virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 16; NCBI Gene GI: 911827; NCBI Protein GI: 10313992; NCBI Protein Accession: NP_066244; NCBITaxon: 186538,,VP35 expressed from alphavirus replicons induced a protective immune response in C57BL/6 mice when challenged with Ebola virus Zaire [PubMed: 11485406].,
VO:0010865,Tbp2,protein,Haemophilus influenzae protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 277; NCBI Gene GI: 3430457; NCBI Protein GI: 68249580; NCBI Protein Accession: YP_248692; NCBITaxon: 281310,,"Recombinant Tbp1 and Tbp2 proteins were expressed from Escherichia coli and antisera were raised to the purified proteins. In a passive model of bacteraemia, infant rats were protected from challenge with Hib after transfer of anti-rTbp2 antiserum, but not after anti-rTbp1 antiserum [PubMed: 8830248].",
VO:0010866,VP24 from Zaire ebolavirus,protein,Ebola virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 17; NCBI Gene GI: 911828; NCBI Protein GI: 10313998; NCBI Protein Accession: NP_066250; NCBITaxon: 186538,,VP24 expressed from alphavirus replicons induced a protective immune response in BALB/c mice when challenged with Ebola virus Zaire [PubMed: 11485406].,
VO:0010867,VP30 from Zaire ebolavirus,protein,Ebola virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 18; NCBI Gene GI: 911826; NCBI Protein GI: 10313997; NCBI Protein Accession: NP_066249; NCBITaxon: 186538,,VP30 expressed from alphavirus replicons induced a protective immune response in BALB/c mice when challenged with Ebola virus Zaire [PubMed: 11485406].,
VO:0010868,VP40 from Zaire ebolavirus,protein,Ebola virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 19; NCBI Gene GI: 911825; NCBI Protein GI: 10313993; NCBI Protein Accession: NP_066245; NCBITaxon: 186538,,"Vaccination of BALB/c or C57BL/6 mice with eVLPs, composed of the EBOV glycoprotein and matrix viral protein (VP)40 with a lipid membrane, in conjunction with QS-21 adjuvant resulted in mixed IgG subclass responses, a Th1-like memory cytokine response, and protection from lethal EBOV challenge [PubMed: 16002721].

VP40 expressed from alphavirus replicons induced a protective immune response in BALB/c mice when challenged with Ebola virus Zaire [PubMed: 11485406].",
VO:0010869,LASVsSgp2 glycoprotein,protein,Lassa Fever Virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 20; NCBI Gene GI: 956585; NCBI Protein GI: 23343511; NCBI Protein Accession: NP_694870; NCBITaxon: 11620,,HLA-A*0201 mice immunized with either GPC(42-50) from LASVsSgp2 glycoprotein or GPC(60-68) were protected against challenge with a recombinant vaccinia virus that expressed LASV GPC [PubMed: 16912286].,
VO:0010870,Caf1 from Y. pestis biovar Microtus str. 91001,protein,Yersinia pestis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 23; NCBI Gene GI: 2767670; NCBI Protein GI: 45478667; NCBI Protein Accession: NP_995523; NCBITaxon: 229193,,,
VO:0010871,L1R from Monkeypox virus Zaire-96-I-16,protein,Variola virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 28; NCBI Gene GI: 928938; NCBI Protein GI: 17974998; NCBI Protein Accession: NP_536512; NCBITaxon: 619591,,"It has previously been shown that a DNA subunit vaccine (4pox) based on four orthopoxvirus immunogens (L1R, B5R, A27L and A33R) can produce protective immunity against lethal orthopoxvirus challenges in mice and nonhuman primates. the immunogenicity of an L1R construct to which a tissue plasminogen activator signal sequence was placed in frame with the full-length L1R gene was tested. When the tPA-L1R construct was substituted for the unmodified L1R gene in the 4pox vaccine, given as a prime and single boost, animals were better protected from lethal challenge with vaccinia virus (VACV) [PubMed: 18485547].",
VO:0010872,PagA from B. anthracis str. Ames Ancestor,protein,Bacillus anthracis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 32; NCBI Gene GI: 2820165; NCBI Protein GI: 47566476; NCBI Protein Accession: NC_007322.2,,,
VO:0010873,Lef from B. anthracis str. Ames Ancestor,protein,Bacillus anthracis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 38; NCBI Gene GI: 2820148; NCBI Protein GI: 47566484; NCBI Protein Accession: NC_007322.2,,,
VO:0010874,LcrV from y. pestis CO92,protein,Yersinia pestis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 44; NCBI Gene GI: 1172676; NCBI Protein GI: 16082719; NCBI Protein Accession: NP_395165; NCBITaxon: 214092,,"MAb BA5 protected animals against plague, neutralized the Y. pestis type III secretion pathway and promoted opsonophagocytic clearance of bacteria in blood. LcrV residues 196-225 were necessary and sufficient for MAb BA5 binding.  These results identify LcrV residues 196-225 as a linear epitope that is recognized by the murine immune system to confer plague protection [PubMed: 20005318].",
VO:0010875,LcrV from Y. pestis KIM 10,protein,Yersinia pestis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 45; NCBI Gene GI: 1149310; NCBI Protein GI: 31795491; NCBI Protein Accession: NP_857946; NCBITaxon: 187410,,An LcrV variant lacking amino acid residues 271 to 300 (rV10) elicited immune responses that protected mice against a lethal challenge with Y. pestis [PubMed: 16041032].,
VO:0010876,V antigen,protein,Yersinia pestis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 46; NCBI Gene GI: 4118094,,,
VO:0010877,Pla,protein,Yersinia pestis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 48; NCBI Gene GI: 1172643; NCBI Protein GI: 16082686; NCBI Protein Accession: NP_395233; NCBITaxon: 214092,,Study evaluated the humoral immune response of mice that survived lethal Y. pestis aerosol challenge after antibiotic treatment. Results indicated that one of the predominant antibody response of mice surviving pneumonic plague after treatment with antibiotics was to pla [PubMed: 10085037].,
VO:0010878,YopD from Y. pestis CO92,protein,Yersinia pestis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 49; NCBI Gene GI: 1172673; NCBI Protein GI: 16082716; NCBI Protein Accession: NP_395162; NCBITaxon: 214092,,"The type III secretion apparatus encoded on the low-calcium response (LCR) virulence plasmid, pCD1 in strain KIM5, of Y. pestis is a conserved virulence mechanism that is absolutely required for virulence of Y. pestis. YscF is a surface localized protein required both to secrete Yops and to translocate toxins into eukaryotic cells. YscF polymerization is possibly required for a YscF needle to puncture eukaryotic cell membranes. It is also likely that YscF and its homologs function to provide a base that a translocon complex is built upon, or that YscF builds a conduit from the bacterium to the eukaryotic membrane - this suggestion seems more likely given that other proteins such as YopB, YopD, and LcrV are also required for translocation into eukaryotic cells. YscF is thought to be a surface-expressed protein in Y. pestis and is required for virulence. YscF has been found to function as a protective antigen against experimental plague infection [PubMed: 15978133].",
