ID,LABEL,inSubset,Comment,Parent,alternative label,definition,definition source,term editor,editor note,term tracker item,target receptor,induces immune profile,derives from,equivalent axioms,,,,,
VO:0001311,Rehydragel HPA vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,aluminum vaccine adjuvant,Rehydragel HPA,An aluminum vaccine adjuvant that is a synthetic oxyhydroxide of aluminum (aluminum hydroxide) prepared by acid-base precipitation.,PMID:7551218,Samantha G. Sayers,,,,Th2-biased immune profile,,,,,,,
VO:0001312,Rehydragel LV vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,aluminum hydroxide vaccine adjuvant,Rehydragel LV,An aluminum hydroxide vaccine adjuvant that is a low visosity aluminum hydroxide gel.,PMID:7551218,Samantha G. Sayers,,,,Th2-biased immune profile,,,,,,,
VO:0001313,Sclavo peptide vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,cytokine vaccine adjuvant,IL-1β 163-171 peptide vaccine adjuvant|Sclavo peptide,A cytokine vaccine adjuvant that contains the 163-171 peptide of IL-1β.,,Oliver He|Samantha G. Sayers,,,,Th1-biased immune profile,,,,,,,
VO:0001314,Specol vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,emulsion vaccine adjuvant,Specol,An emulsion vaccine adjuvant that is a water-in-oil emulsion that is used as an adjuvant and has immunostimulating properties similar to Freund's complete adjuvant (FCA).,PMID:1439130,Samantha G. Sayers,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0001315,SPT (Antigen Formulation) vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,emulsion vaccine adjuvant,SPT (Antigen Formulation),"An emulsion vaccine adjuvant that is an emulsion of squalane (5%), Tween 80( 0.2%), Pluronic L121( 1.25%), phosphate-buffered saline pH 7.4, and antigen.",PMID:7551218,Samantha G. Sayers,,,,Th2-biased immune profile,,,,,,,
VO:0001316,stearyl tyrosine vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,synthetic vaccine adjuvant,stearyl tyrosine,"A synthetic vaccine adjuvant stearyl tyrosine is considered an ""organic equivelant"" of aluminum hydroxide.",PMID:7551218,Samantha G. Sayers,,,,Th1-biased immune profile,,,,,,,
VO:0001317,Theramide vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,synthetic vaccine adjuvant,Theramide|Theramide®,A synthetic vaccine adjuvant called Theramide that is composed of N-acetylglucosaminyl-N-acetylinuramyl-L-Ala-D-isoGlu-L-Ala-dipalmitoxy propylamide (DTP-DPP).,PMID:7551218,Samantha G. Sayers,,,nucleotide-binding oligomerization domain-containing protein 2,Th1-biased immune profile,,,,,,,
VO:0001318,CRL1005 vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,synthetic vaccine adjuvant,CRL1005,"A synthetic vaccine adjuvant that is a copolymer (CRL1005), based on a 12 kDa polyoxypropylene (POP) core with 5% POE.",PMID:10717336,Samantha G. Sayers,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0001319,nanoemulsion vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,emulsion vaccine adjuvant,,An emulsion vaccine adjuvant and is made from non-toxic lipid droplets a few hundred nanometers in diameter and made from surfactants approved for human consumption and common food substances that are 'Generally Recognized as Safe' (GRAS) by the FDA.,http://nano.med.umich.edu/platforms/Nanoemulsions.html,Samantha G. Sayers,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0001320,AS03 vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,emulsion vaccine adjuvant,AS03,"An emusion vaccine adjuvant that contains alpha-tocopherol and squalene, two biodegradable polyprenyls, in an oil-in-water emulsion.",PMID:21256188,Samantha G. Sayers,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0001321,LTR192G vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,E. coli LT toxin derived vaccine adjuvant,LTR192G|LT(R192G),An E. coli LT toxin derived vaccine adjuvant that is a mutant form of E.coli heat-labile toxin.,PMID:11803061|PMID:32978003,Samantha G. Sayers|Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0001322,E. coli heat-labile toxin vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,microbial derivative vaccine adjuvant,"E. coli heat-labile toxin, LT|LT Oral Adjuvant|LT-OA",A microbial derivative vaccine adjuvant containing E. coli heat-labile toxin.,PMID:7551218,Samantha G. Sayers,,,,Th2-biased immune profile,,,,,,,
VO:0001323,amorphous aluminum hydroxyphosphate sulfate adjuvant,vaccine adjuvant,Vaxjo 1.0,aluminum vaccine adjuvant,AAHSA|Merck Aluminum Adjuvant|AAHS,An aluminum vaccine adjuvant that is a a proprietary aluminum hydroxyphosphate sulfate formulation that is both physically and functionally distinct from traditional aluminum phosphate and aluminum hydroxide adjuvants.,PMID:17581283|PMID:32763959,Samantha G. Sayers|Le Liu,,,,Th2-biased immune profile,,,,,,,
VO:0001324,Matrix-S vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,tensoactive compound vaccine adjuvant,Matrix-S,,,,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0001328,imiquimod vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,synthetic vaccine adjuvant,"1-(2-methypropyl)-IH-imidazo[4,5-c]quinolin-4-amine|Aldara™|R-837|S26308|Imiquimod",A synthetic vaccine adjuvant contiaing imiquimod a imidazoquinoline.,PMID:7551218|PMID:18566444,Samantha G. Sayers,,,Toll-like receptor 7,Th1-biased immune profile,,,,,,,
VO:0001329,resiquimod vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,synthetic vaccine adjuvant,Resiquimod,"A synthetic vaccine adjuvant, resiquimod is a chemical analog of imiquimod.",PMID:15068862,Samantha G. Sayers,,,Toll-like receptor 7 | Toll-like receptor 8,Th1-biased immune profile,,,,,,,
VO:0001330,AF03 vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,emulsion vaccine adjuvant,AF03,An emulsion vaccine adjuvant containing 2.5% squalene.,PMID:20193791,Samantha G. Sayers,,,,Th2-biased immune profile,,,,,,,
VO:0001331,Flagellin vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,microbial derivative vaccine adjuvant,Flagellin protein,Microbial derivative vaccine adjuvant composed of flagellin from gram-negative bacteria.,PMID:16428759|PMID:21048152,Samantha G. Sayers,,,Toll-like receptor 5,Th1-biased immune profile,,,,,,,
VO:0001332,poly(I:C) vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,polyriboinosinic-polyribocytidylic acid|Polyinosinic-polycytidylic acid,"A synthetic vaccine adjuvant containing Poly(I:C), a synthetic double stranded analog of RNA.",WEB: http://en.wikipedia.org/wiki/Polyinosinic:polycytidylic_acid|PMID:30079840|PMID:27622060,Samantha G. Sayers|Taiyu Lin|Yuping Zheng,,,Toll-like receptor 3 | antiviral innate immune response receptor RIG-I,Th1-biased immune profile,,,,,,,
VO:0001333,ISCOMATRIX vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,particulate antigen delivery system vaccine adjuvant,ISCOMATRIX®,"A particulate antigen delivery system vaccine adjuvant that is a vaccine adjuvant comprising cholesterol, phospholipid and saponin but without antigen.",PMID:19450632,Samantha G. Sayers,ISCOMATRIX is identical to ISCOMs except that it does not contain antigen. Ref: PMID: 17336431.,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0001334,Abisco-100 vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,saponin vaccine adjuvant,,A saponin vaccine adjuvant that is made from highly purified saponins.,WEB: http://www.isconova.com/products/abisco-research-reagent/abisco-100.aspx,Samantha G. Sayers|Oliver He,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0001335,albumin-heparin microparticles vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,particulate antigen delivery system vaccine adjuvant,,A particulate antigen delivery system vaccine adjuvant  that is albumin-heparin microparticles vaccine adjuvant that is prepared from albumin and heparin stabilized by cross-linking reaction with EDC.,PMID:16734558,Samantha G. Sayers,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0001337,B7-2 vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,cytokine vaccine adjuvant,,A cytokine vaccine adjuvant that includes B7-2.,,Oliver He|Samantha G. Sayers,,,,Th1-biased immune profile,,,,,,,
VO:0001338,Bupivacaine vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,synthetic vaccine adjuvant,,"A synthetic vaccine adjuvant that is a local anaesthetic drug belonging to the amino amide group, and is used as a vaccine adjuvant in DNA vaccines.",PMID:15246629|WEB: http://en.wikipedia.org/wiki/Bupivacaine,Samantha G. Sayers,,,,Th2-biased immune profile,,,,,,,
VO:0001339,cationic liposome-DNA complex JVRS-100 vaccin adjuvant,vaccine adjuvant,Vaxjo 1.0,liposome-based vaccine adjuvant,cationic liposome-DNA complex JVRS-100,A liposome-based vaccine adjuvant that is composed of virus sized liposomes that contain a DNA plasmid.,PMID:19285425,Samantha G. Sayers,,,,Th1-biased immune profile,,,,,,,
VO:0001340,DHEA vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,synthetic vaccine adjuvant,5-androsten-3β-ol-17-one|DHA|Dehydroepiandrosterone|androstenolone|prasterone|transdehydroandrosterone,"A synthetic vaccine adjuvant that is DHEA, which is relatively stable and can be directly incorporated into vaccine formulations.",PMID:7551218,Samantha G. Sayers,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0001341,DL-PGL (Polyester poly (DL-lactide-co-glycolide)) vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,synthetic vaccine adjuvant,PLGA|PLGA microspheres|Polyester poly (DL-lactide-co-glycolide),"A synthetic vaccine adjuvant that is PLGA, which has been used in the controlled delivery of peptide drugs.",PMID:15560948,Samantha G. Sayers,,,,Th1-biased immune profile,,,,,,,
VO:0001342,IL-15 vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,cytokine vaccine adjuvant,IL-15,A cytokine vaccine adjuvant that uses the adjuvant effect of cytokine IL-15.,PMID:27001957,Oliver He|Samantha G. Sayers,,,,Th1-biased immune profile,,,,,,,
VO:0001343,immunoliposomes vaccine adjuvant containing antibodies to costimulatory molecules,vaccine adjuvant,Vaxjo 1.0,liposome-based vaccine adjuvant,Immunoliposomes Containing Antibodies to Costimulatory Molecules,A liposome-based vaccine adjuvant which is prepared from dehydration-rehydration vesicles (DRVs).,PMID:7551218,Samantha G. Sayers,,,,Th1-biased immune profile,,,,,,,
VO:0001344,LTR72 vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,E. coli LT toxin derived vaccine adjuvant,,An E. coli LT toxin derived vaccine adjuvant that is a mutant form of heat-labile Escherichia coli enterotoxin (LT) that contains a substitution Ala -> Arg  in position 72 of the A subunit.,PMID:9529328,Samantha G. Sayers,,,,Th2-biased immune profile,,,,,,,
VO:0001345,MPL-SE vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,microbial derivative vaccine adjuvant,,A microbial derivative vaccine adjuvant containing MPL and squalene.,PMID:12213399,Samantha G. Sayers,,,Toll-like receptor 4,Th1-biased immune profile,,,,,,,
VO:0001347,non-toxic mutant E112K of Cholera Toxin mCT-E112K vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,cholera toxin derived vaccine adjuvant,mCT|non-toxic mutant E112K of Cholera Toxin mCT-E112K,"A microbial derived vaccine adjuvant made of E112K mC,  a mutated CT created by substituting a single amino acid in the ADP-ribosyltransferase active centre, glutamate to lysine at position 112.",PMID:11251876,Samantha G. Sayers,,,,Th2-biased immune profile,,,,,,,
VO:0001348,cholera toxin derived vaccine adjuvant,vaccine adjuvant,category,microbial derivative vaccine adjuvant,,A microbial derivative vaccine adjuvant that is derived from cholera toxin.,,Oliver He|Samantha G. Sayers,,,,Th2-biased immune profile,,,,,,,
VO:0001349,SAF-1 vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,combination vaccine adjuvant,SAF-1,"A combination vaccine adjuvant that is composed of threonyl-MDP (0.05-1%) in an emulsion vehicle [5% squalane, 2.5% Pluronic(R) L121, 0.2% Polysorbate 80 and phosphate buffered saline (pH 7.4)].",PMID:7551218,Samantha G. Sayers,,,nucleotide-binding oligomerization domain-containing protein 2,Th1/Th2 mixed immune profile,,,,,,,
VO:0001350,"Sendai Proteoliposomes, Sendai-containing Lipid Matrices vaccine adjuvant",vaccine adjuvant,Vaxjo 1.0,liposome-based vaccine adjuvant,"Sendai Proteoliposomes, Sendai-containing Lipid Matrices",A liposome-based vaccine adjuvant that includes the glycoproteins of Sendai virus.,PMID:7551218,Samantha G. Sayers,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0001351,threonyl muramyl dipeptide (TMDP) vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,synthetic vaccine adjuvant,N-acetyl muramyl-L-threonyl-D-isoglutamine|Termurtide™|[thr1 ]-MDP,A synthetic vaccine adjuvant that is threonyl muramyl dipeptide (TMDP).,PMID:7551218,Samantha G. Sayers,,,nucleotide-binding oligomerization domain-containing protein 2,Th1-biased immune profile,,,,,,,
VO:0001352,ty particles vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,microbial derivative vaccine adjuvant,Ty-VLPs,A microbial derivative vaccine adjuvant made of virus like particles (VLPS) containing the yeast retrotransposon Ty which has the amino acids 1-381 of the pI protein encoded.,PMID:7551218,Samantha G. Sayers,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0001353,cytokine vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,A vaccine adjuvant that contains active cytokine compound.,,Oliver He|Samantha G. Sayers,,,,Th1/Th2/Th17/Tfh mixed immune profile,,,,,,,
VO:0001354,combination vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,A vaccine adjuvant that is composed of differnt compounds under more than one category.,,Oliver He|Samantha G. Sayers,,,,Th1/Th2/Th17 mixed immune profile,,,,,,,
VO:0001355,emulsion vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,,,,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0001356,particulate antigen delivery system vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,A vaccine adjuvant that serves as a particulate antigen delivery system.,,Oliver He|Samantha G. Sayers,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0001357,synthetic vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,A vaccine adjuvant that contains synthetic material.,,Oliver He|Samantha G. Sayers|Philip Huang,,,,Th1/Th2/Th17 mixed immune profile,,,,,,,
VO:0001358,tensoactive compound vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,tensioactive compound vaccine adjuvant,"A vaccine adjuvant that includes tensioactive material. Tensioactive materials, surfactants or active surface agents are chemical substances with a polar-non polar structure. These substances have a tendency to locate themselves at the surface creating an adsorbed monomolecular layer on the interface.",WEB: http://www.citt.ufl.edu/team/sepulveda/html/en_tensioactivos.htm,Oliver He|Samantha G. Sayers,,,,Th1/Th2/Tfh mixed immune profile,,,,,,,
VO:0001359,carbohydrate vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,A vaccine adjuvant that is primarily composed of carbohydrates.,,Oliver He|Samantha G. Sayers,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0001360,IFN-gamma vaccine adjuvant,vaccine adjuvant,category,cytokine vaccine adjuvant,,A cytokine vaccine adjuvant that includes IFN-gamma.,,Oliver He|Samantha G. Sayers,,,,Th1-biased immune profile,,,,,,,
VO:0005206,Matrix-M vaccine adjuvant,vaccine adjuvant,AdjuvareDB,saponin vaccine adjuvant,Matrix-M,"A saponin vaccine adjuvant comprised of 40 nm nanoparticles composed of Quillaja saponins, cholesterol and phospholipid.",PMID:22844480,Philip Huang,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005207,Advax vaccine adjuvant,vaccine adjuvant,VAC,carbohydrate vaccine adjuvant,Advax|delta-inulin,A carbohydrate vaccine adjuvant derived from delta inulin,PMID:22728225|PMID:33542494|https://www.ncbi.nlm.nih.gov/pubmed/?term=10000000|https://www.ncbi.nlm.nih.gov/pubmed/?term=12|https://www.ncbi.nlm.nih.gov/pubmed/?term=15479440|https://www.ncbi.nlm.nih.gov/pubmed/?term=20130134|https://www.ncbi.nlm.nih.gov/pubmed/?term=21147758|https://www.ncbi.nlm.nih.gov/pubmed/?term=21169215|https://www.ncbi.nlm.nih.gov/pubmed/?term=21736913|https://www.ncbi.nlm.nih.gov/pubmed/?term=22717330|https://www.ncbi.nlm.nih.gov/pubmed/?term=22728225|https://www.ncbi.nlm.nih.gov/pubmed/?term=23306367|https://www.ncbi.nlm.nih.gov/pubmed/?term=23388724|https://www.ncbi.nlm.nih.gov/pubmed/?term=23864620|https://www.ncbi.nlm.nih.gov/pubmed/?term=24342245|https://www.ncbi.nlm.nih.gov/pubmed/?term=24958701|https://www.ncbi.nlm.nih.gov/pubmed/?term=25267153|https://www.ncbi.nlm.nih.gov/pubmed/?term=25459531|https://www.ncbi.nlm.nih.gov/pubmed/?term=25516480|https://www.ncbi.nlm.nih.gov/pubmed/?term=25520500|https://www.ncbi.nlm.nih.gov/pubmed/?term=25659269|https://www.ncbi.nlm.nih.gov/pubmed/?term=26031451|https://www.ncbi.nlm.nih.gov/pubmed/?term=26177480|https://www.ncbi.nlm.nih.gov/pubmed/?term=26232344|https://www.ncbi.nlm.nih.gov/pubmed/?term=27342914|https://www.ncbi.nlm.nih.gov/pubmed/?term=28301280|https://www.ncbi.nlm.nih.gov/pubmed/?term=28602608|https://www.ncbi.nlm.nih.gov/pubmed/?term=28676380|https://www.ncbi.nlm.nih.gov/pubmed/?term=28758637|https://www.ncbi.nlm.nih.gov/pubmed/?term=30218687|https://www.ncbi.nlm.nih.gov/pubmed/?term=30312742|https://www.ncbi.nlm.nih.gov/pubmed/?term=30322015|https://www.ncbi.nlm.nih.gov/pubmed/?term=30832356|https://www.ncbi.nlm.nih.gov/pubmed/?term=31009889|https://www.ncbi.nlm.nih.gov/pubmed/?term=31300280|https://www.ncbi.nlm.nih.gov/pubmed/?term=33542494|https://www.ncbi.nlm.nih.gov/pubmed/?term=33883559,Nikolai Petrovsky|Wolfgang Leitner|Philip Huang|Oliver He|Le Liu,"Chemical Nature: Carbohydrate
Mechanism of Action: Complement, Dendritic cells (unknown receptor), Other, Unknown
Immune profile induced: mixed Th1/Th2
By routes: IM, IN, IP, SQ, inhalation,
Point of Contact: Nikolai Petrovsky, Vaxine
https://www.ncbi.nlm.nih.gov/pubmed/?term=31009889
https://www.ncbi.nlm.nih.gov/pubmed/?term=25520500
https://www.ncbi.nlm.nih.gov/pubmed/?term=28758637
https://www.ncbi.nlm.nih.gov/pubmed/?term=23864620
https://www.ncbi.nlm.nih.gov/pubmed/?term=24342245
https://www.ncbi.nlm.nih.gov/pubmed/?term=23306367
https://www.ncbi.nlm.nih.gov/pubmed/?term=21147758
https://www.ncbi.nlm.nih.gov/pubmed/?term=15479440
https://www.ncbi.nlm.nih.gov/pubmed/?term=26031451
https://www.ncbi.nlm.nih.gov/pubmed/?term=25659269
https://www.ncbi.nlm.nih.gov/pubmed/?term=33883559
https://www.ncbi.nlm.nih.gov/pubmed/?term=30312742
https://www.ncbi.nlm.nih.gov/pubmed/?term=21736913
https://www.ncbi.nlm.nih.gov/pubmed/?term=30218687
https://www.ncbi.nlm.nih.gov/pubmed/?term=25459531
https://www.ncbi.nlm.nih.gov/pubmed/?term=24958701
https://www.ncbi.nlm.nih.gov/pubmed/?term=25516480
https://www.ncbi.nlm.nih.gov/pubmed/?term=20130134
https://www.ncbi.nlm.nih.gov/pubmed/?term=23388724
https://www.ncbi.nlm.nih.gov/pubmed/?term=21169215
https://www.ncbi.nlm.nih.gov/pubmed/?term=30832356
https://www.ncbi.nlm.nih.gov/pubmed/?term=30322015
https://www.ncbi.nlm.nih.gov/pubmed/?term=28602608
https://www.ncbi.nlm.nih.gov/pubmed/?term=28676380
https://www.ncbi.nlm.nih.gov/pubmed/?term=33542494
https://www.ncbi.nlm.nih.gov/pubmed/?term=26232344
https://www.ncbi.nlm.nih.gov/pubmed/?term=22728225
https://www.ncbi.nlm.nih.gov/pubmed/?term=22728225
https://www.ncbi.nlm.nih.gov/pubmed/?term=25267153
https://www.ncbi.nlm.nih.gov/pubmed/?term=31300280
https://www.ncbi.nlm.nih.gov/pubmed/?term=28301280
https://www.ncbi.nlm.nih.gov/pubmed/?term=22717330
https://www.ncbi.nlm.nih.gov/pubmed/?term=26177480
https://www.ncbi.nlm.nih.gov/pubmed/?term=10000000
https://www.ncbi.nlm.nih.gov/pubmed/?term=27342914
https://www.ncbi.nlm.nih.gov/pubmed/?term=12",,,Th1/Th2 mixed immune profile,,,,,,,
