ID,LABEL,inSubset,Parent,alternative label,definition,definition source,term editor,seeAlso,editor note,VAC adjuvant ID,term tracker item,has molecular receptor,has role,induces immune profile,derives from,equivalent axioms
VO:0006094,Cpg55.2 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,CpG55.2,Vaccine adjuvant with a toll-like receptor 9 (tlr9)-active oligonucleotide that is able to induce th1/th2 immune responses.,https://www.ncbi.nlm.nih.gov/pubmed/?term=34420786|https://www.ncbi.nlm.nih.gov/pubmed/?term=34399628|https://www.ncbi.nlm.nih.gov/pubmed/?term=34456075|https://www.ncbi.nlm.nih.gov/pubmed/?term=34420786|https://www.ncbi.nlm.nih.gov/pubmed/?term=24554695|https://www.ncbi.nlm.nih.gov/pubmed/?term=32418798|https://www.ncbi.nlm.nih.gov/pubmed/?term=32156809|https://www.ncbi.nlm.nih.gov/pubmed/?term=33479242|https://www.ncbi.nlm.nih.gov/pubmed/?term=27387453,Nikolai Petrovsky|Jie Zheng|Wolfgang Leitner|Oliver He|Nilufer kosar,,"Chemical Nature: Nucleic acid
Mechanism of Action: TLR9 agonist
Immune profile induced: Mixed Th1/Th2
Route of immunization: IM, SQ
Point of Contact: Nikolai Petrovsky, Vaxine LTD
",10,https://github.com/vaccineontology/VO/issues/616,,,Th1/Th2 mixed immune profile,,
VO:0006095,Smnp vaccine adjuvant,vaccine adjuvant,combination vaccine adjuvant,SMNP,"Combination vaccine adjuvant that includes as01-mimic, immune stimulating complex (iscom) with a tlr4 agonist.",,Katarzyna Kaczmarek Michaels|Jie Zheng|Wolfgang Leitner|Oliver He|Nilufer kosar,,"Chemical Nature: Combination adjuvant
Mechanism of Action: Cytokine induction in draining lymph nodes with increased lymph flow and lymph antigen accumulation
Immune profile induced: Mixed Th1/Th2
Route of immunization: s.c. / i.m. / i.n.
Point of Contact: Katarzyna Kaczmarek Michaels, Massachusetts Institute of Technology
Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=34860581
https://www.ncbi.nlm.nih.gov/pubmed/?term=36131022
https://www.ncbi.nlm.nih.gov/pubmed/?term=34878851",77,https://github.com/vaccineontology/VO/issues/632,,,Th1/Th2 mixed immune profile,,
VO:0006096,Alfq vaccine adjuvant,vaccine adjuvant,combination vaccine adjuvant,ALFQ,"Combination vaccine adjuvant that is an as01-mimic, liposomal adjuvant of a tlr4 agonist and saponin.",,Mangala Rao|Jie Zheng|Wolfgang Leitner|Oliver He|Nilufer kosar,,"Chemical Nature:
- Natural compound
- Synthetic derivative of natural compound
- Combination adjuvant
Mechanism of Action: MPLA: TLR4 agonist QS21: Sugar-lawn likely recog. by lectins to facilitate uptake by M_, DCs, etc
Immune profile induced: Mixed Th1/Th2
Route of immunization: ID, IM
Point of Contact: Mangala Rao, Walter Reed Army Institute of Research
Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=34202178
https://www.ncbi.nlm.nih.gov/pubmed/?term=31827000
https://www.ncbi.nlm.nih.gov/pubmed/?term=34470866
https://www.ncbi.nlm.nih.gov/pubmed/?term=35632473
https://www.ncbi.nlm.nih.gov/pubmed/?term=36417525
https://www.ncbi.nlm.nih.gov/pubmed/?term=34914540
https://www.ncbi.nlm.nih.gov/pubmed/?term=32881968
https://www.ncbi.nlm.nih.gov/pubmed/?term=26372857
https://www.ncbi.nlm.nih.gov/pubmed/?term=36055874
https://www.ncbi.nlm.nih.gov/pubmed/?term=34202178
https://www.ncbi.nlm.nih.gov/pubmed/?term=36679887
https://www.ncbi.nlm.nih.gov/pubmed/?term=36934088
https://www.ncbi.nlm.nih.gov/pubmed/?term=34903722
https://www.ncbi.nlm.nih.gov/pubmed/?term=31775762
https://www.ncbi.nlm.nih.gov/pubmed/?term=28596090
https://www.ncbi.nlm.nih.gov/pubmed/?term=31151801
https://www.ncbi.nlm.nih.gov/pubmed/?term=34711815
https://www.ncbi.nlm.nih.gov/pubmed/?term=34159328
Ongoing clinical trials:
https://clinicaltrials.gov/ct2/show/NCT04268420
https://clinicaltrials.gov/ct2/show/NCT04296279
https://clinicaltrials.gov/ct2/show/NCT04784767
https://clinicaltrials.gov/ct2/show/NCT05500417
https://clinicaltrials.gov/ct2/show/NCT04826094
https://clinicaltrials.gov/ct2/show/NCT04658667
https://clinicaltrials.gov/ct2/show/NCT05423418",79,https://github.com/vaccineontology/VO/issues/633,,,Th1/Th2 mixed immune profile,,
VO:0006097,2g023a vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,2G023A,Vaccine adjuvant which is a small molecule tlr agonist that drives a mixed th1/th2 response.,,Dennis Carson|Jie Zheng|Wolfgang Leitner|Oliver He|Nilufer kosar,,"Chemical Nature:
Small molecule
Mechanism of Action: Innate immune activation
Immune profile induced: Mixed Th1/Th2
Route of immunization: IM
Point of Contact: Dennis Carson, UCSD",81,https://github.com/vaccineontology/VO/issues/648,,,Th1/Th2 mixed immune profile,,
VO:0006098,2g053 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,2G053,"Vaccine adjuvant, a small molecule tlr agonist that drives a mixed th1/th2 response.",,Dennis Carson|Jie Zheng|Wolfgang Leitner|Oliver He|Nilufer kosar,,"Chemical Nature:
Small molecule
Mechanism of Action: Innate immune activation
Immune profile induced: Mixed Th1/Th2
Route of immunization: IM
Point of Contact: Dennis Carson, UCSD",80,https://github.com/vaccineontology/VO/issues/649,,,Th1/Th2 mixed immune profile,,
VO:0006099,Gla-alum vaccine adjuvant,vaccine adjuvant,combination vaccine adjuvant,GLA-Alum,Combination vaccine adjuvant of a synthetic tlr agonist and aluminum salt.,,Valerie Soza|Jie Zheng|Wolfgang Leitner|Oliver He|Nilufer kosar,,"Chemical Nature:
- Synthetic derivative of natural compound
- Combination adjuvant
- Mineral salt
Mechanism of Action: Innate Immune Activation
Immune profile induced: Th1-biased
Route of immunization: SQ, IM
Point of Contact: Valerie Soza, Access to Advanced Health Institute (AAHI)
Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=37454145
https://www.ncbi.nlm.nih.gov/pubmed/?term=24556505
https://www.ncbi.nlm.nih.gov/pubmed/?term=28828575
https://www.ncbi.nlm.nih.gov/pubmed/?term=30013570
https://www.ncbi.nlm.nih.gov/pubmed/?term=24211167
https://www.ncbi.nlm.nih.gov/pubmed/?term=23933525
https://www.ncbi.nlm.nih.gov/pubmed/?term=34597297
https://www.ncbi.nlm.nih.gov/pubmed/?term=36996185
https://www.ncbi.nlm.nih.gov/pubmed/?term=28464026
Ongoing clinical trials:
https://clinicaltrials.gov/ct2/show/NCT03910972
https://clinicaltrials.gov/ct2/show/NCT02126462
https://clinicaltrials.gov/ct2/show/NCT02839161
https://clinicaltrials.gov/ct2/show/NCT03110757
https://clinicaltrials.gov/ct2/show/NCT02337855
https://clinicaltrials.gov/ct2/show/NCT01717950
https://clinicaltrials.gov/ct2/show/NCT02476773
https://clinicaltrials.gov/ct2/show/NCT01261130
https://clinicaltrials.gov/ct2/show/NCT01385189
https://clinicaltrials.gov/ct2/show/NCT03172975",83,https://github.com/vaccineontology/VO/issues/650,,,Th1-biased immune profile,,
VO:0006100,Sla-alum vaccine adjuvant,vaccine adjuvant,combination vaccine adjuvant,SLA-Alum,Combination vaccine adjuvant of a synthetic tlr4 agonist and aluminum salt.,,Valerie Soza|Jie Zheng|Wolfgang Leitner|Oliver He|Nilufer kosar,,"Chemical Nature:
- Synthetic derivative of natural compound
- Combination adjuvant
- Mineral salt
Mechanism of Action: Innate Immune Activation
Immune profile induced: Th1-biased
Route of immunization: IM
Point of Contact: Valerie Soza, Access to Advanced Health Institute (AAHI)
Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=26901122
https://www.ncbi.nlm.nih.gov/pubmed/?term=32983577",82,https://github.com/vaccineontology/VO/issues/651,,,Th1-biased immune profile,,
VO:0006101,Stable emulsion (se) vaccine adjuvant,vaccine adjuvant,emulsion vaccine adjuvant,Stable Emulsion (SE),Emulsion vaccine adjuvant that includes squalene-based oil-in-water emulsion.,,Valerie Soza|Jie Zheng|Wolfgang Leitner|Oliver He|Nilufer kosar,,"Chemical Nature: Emulsion
Mechanism of Action: n/a
Immune profile induced: Mixed Th1/Th2
Route of immunization: IM, SQ
Point of Contact: Valerie Soza, Access to Advanced Health Institute (AAHI)
Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=19679214
https://www.ncbi.nlm.nih.gov/pubmed/?term=22896687
https://www.ncbi.nlm.nih.gov/pubmed/?term=28429728
https://www.ncbi.nlm.nih.gov/pubmed/?term=37495191
https://www.ncbi.nlm.nih.gov/pubmed/?term=36256646
https://www.ncbi.nlm.nih.gov/pubmed/?term=28089141
Ongoing clinical trials:
https://clinicaltrials.gov/ct2/show/NCT03330899
https://clinicaltrials.gov/ct2/show/NCT01612000
https://clinicaltrials.gov/ct2/show/NCT02464163
https://clinicaltrials.gov/ct2/show/NCT02464163",84,https://github.com/vaccineontology/VO/issues/652,,,Th1/Th2 mixed immune profile,,
VO:0006102,Oligonucleotide vaccine adjuvant,vaccine adjuvant,nucleic acid vaccine adjuvant,,Nucleic acid vaccine adjuvant that is primarily composed of oligonucleotide.,,Jie Zheng,,,,,,,,,
VO:0006103,A-910823 vaccine adjuvant,vaccine adjuvant,emulsion vaccine adjuvant,A-910823,"Emulsion vaccine adjuvant that is squalene-based adjuvant, induces t follicular helper cells and humoral immune responses via alpha-tocopherol component.",PMID:36891311,Nilufer kosar|Maki Hayase|Jie Zheng,,"Chemical Nature: Emulsion
Mechanism of Action: n/a
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Maki Hayase, Shionogi &Co., Ltd

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=36372670
https://www.ncbi.nlm.nih.gov/pubmed/?term=36891311
https://www.ncbi.nlm.nih.gov/pubmed/?term=36460696
https://www.ncbi.nlm.nih.gov/pubmed/?term=35691872

Ongoing clinical trials:
https://clinicaltrials.gov/ct2/show/NCT05212948",90,https://github.com/vaccineontology/VO/issues/666,,,Th1-biased immune profile,,
VO:0006104,S-540956 vaccine adjuvant,vaccine adjuvant,oligonucleotide vaccine adjuvant,S-540956,"Oligonucleotide vaccine adjuvant that is a tlr9-agonistic adjuant containing a cpg oligonucleotide annealed to a complementary strand with an amphiphilic chain unit, acts as a potent cancer vaccine adjuvant by targeting draining lymph nodes.",PMID:35003132|PMID:37243234,Nilufer kosar|Maki Hayase|Jie Zheng,,"Chemical Nature: Oligonucleotide
Mechanism of Action: Activation of TLR9 signaling pathway
Immune profile induced: Th1-biased

Route of immunization: IM, SQ
Point of Contact: Maki Hayase, Shionogi &Co., Ltd

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=35003132
https://www.ncbi.nlm.nih.gov/pubmed/?term=37243234

Ongoing clinical trials:
N/A",91,https://github.com/vaccineontology/VO/issues/667,,,Th1-biased immune profile,,
VO:0006105,Precision vaccines program-057 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,Precision Vaccines Program (PVP)-057,Vaccine adjuvant which is a small molecule adjuvant that is able to induce a mixed th1/th2 response and active innate immunity.,,Nilufer kosar|Jie Zheng|Ofer Levy,,"It may actually be the world’s first small-molecule TLR3 agonist.|Chemical Nature: Small molecule
Mechanism of Action: Activation of innate immunity
Immune profile induced: Mixed Th1/Th2

Route of immunization: IM, ID
Point of Contact: Ofer Levy, Precision Vaccines Program at Boston Children's Hospital",86,https://github.com/vaccineontology/VO/issues/676,,,Th1/Th2 mixed immune profile,,
VO:0006106,Acm-cpg vaccine adjuvant,vaccine adjuvant,emulsion vaccine adjuvant,ACM-CpG,Emulsion vaccine adjuvant that targets on tlr-agonist. it is a nucleic acid-based adjuvant for chemical nature.,,Nilufer kosar|Jie Zheng|Madhavan Nallani,,"Chemical Nature: Nucleic acid, Emulsion
Mechanism of Action: Innate Immune Activation, preferential uptake by APCs
Immune profile induced: Th1-biased
Definition: TLR-agonist for target; nucleic acid-based adjuvant for chemical nature

Route of immunization: SQ, IN, IM
Point of Contact: Madhavan Nallani, ACM Biolabs

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=34618423
https://www.ncbi.nlm.nih.gov/pubmed/?term=36223228

Ongoing clinical trials:
https://clinicaltrials.gov/ct2/show/NCT05385991",92,https://github.com/vaccineontology/VO/issues/690,,,Th1-biased immune profile,,
VO:0006107,Cowpea mosaic virus vaccine adjuvant,vaccine adjuvant,particulate antigen delivery system vaccine adjuvant,Cowpea mosaic virus,Particulate antigen delivery system vaccine adjuvant derived from cowpea mosaic virus that is able to induce a th1-biased response.,Pubmed:26689376|Pubmed:37844250,Nilufer kosar|Jie Zheng|Nicole Steinmetz|Wolfgang Leitner,,"Chemical Nature: Nucleoprotein complex
Mechanism of Action: recognized by PRRs
Immune profile induced: Th1-biased

Route of immunization: Intratumoral, intraperitoneally , IV
Point of Contact: Nicole Steinmetz, University of California, San Diego

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=26689376
https://www.ncbi.nlm.nih.gov/pubmed/?term=37844250

Ongoing clinical trials:
none",93,https://github.com/vaccineontology/VO/issues/684,,vaccine adjuvant role,Th1-biased immune profile,NCBITaxon:12264,
VO:0006108,Nexavant vaccine adjuvant,vaccine adjuvant,nucleic acid vaccine adjuvant,Nexavant,Nucleic acid vaccine adjuvant that targets on tlr3 agonist to induce a mixed th1/th2 response.,Pubmed:36761735|Pubmed:38136298,Nilufer kosar|Jie Zheng|Seungbin Cha,,"Chemical Nature: dsRNA
Mechanism of Action: TLR3 agonist
Immune profile induced: Mixed Th1/Th2
category: nucleic-acid based adjuvant (TLR-agonist)
synthetic derivative of natural compound
Route of immunization: IM
Point of Contact: Seungbin Cha, NA Vaccine Institute

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=36761735
https://www.ncbi.nlm.nih.gov/pubmed/?term=38136298

Ongoing clinical trials:
none",94,https://github.com/vaccineontology/VO/issues/694,,,Th1/Th2 mixed immune profile,,
VO:0006109,Nucleic acid vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,,Vaccine adjuvant that is primarily composed of nucleic acid.,,Jie Zheng,,,,,,,,,
VO:0005507,Bl-eng2 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,Bl-Eng2,Vaccine adjuvant that is primarily composed of protein and actives innate immune pathways to induce a mixed th1/th2 response.,Pubmed:28793349|Pubmed:31900406,Nilufer kosar|Jie Zheng|Marcel Wuethrich,,"Chemical Nature: protein
Mechanism of Action: Activation of innate immune pathways
Immune profile induced: Th1/Th2

Route of immunization: SC, IN, SQ
Point of Contact: Marcel Wuethrich, University of Wisconsin

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=28793349
https://www.ncbi.nlm.nih.gov/pubmed/?term=31900406

Ongoing clinical trials:
none",97,https://github.com/vaccineontology/VO/issues/730,,,Th1/Th2 mixed immune profile,,
VO:0005508,Bl-eng2+adjuplex vaccine adjuvant,vaccine adjuvant,combination vaccine adjuvant,Bl-Eng2+Adjuplex,Combination vaccine adjuvant contains both bl-eng2 and adjuplex vaccine adjuvants and is able to induce a mixed th1/th2 response.,Pubmed:33735218,Nilufer kosar|Jie Zheng|Marcel Wuethrich,,"Chemical Nature: Protein, Combination adjuvant
Mechanism of Action: Activation of innate immune pathways
Immune profile induced: Th1/Th2

Route of immunization: IN
Point of Contact: Marcel Wuethrich, University of Wisconsin

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=33735218

Ongoing clinical trials:
none",98,https://github.com/vaccineontology/VO/issues/731,,,Th1/Th2 mixed immune profile,,
