[class]	label	factory
<http://purl.obolibrary.org/obo/VO_0003613>	Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML [Fluzone Quadrivalent 2014-2015 Formula]	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003614>	Fluzone Quadrivalent 2014-2015 Formula Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003615>	Fluzone Quadrivalent 2014-2015 Formula 0.1 ML Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003616>	Fluzone Quadrivalent 2015-2016	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003617>	Fluzone Quadrivalent 2015-2016 Injectable Product	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003619>	influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Fluzone Quadrivalent 2015-2016]	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003620>	Fluzone Quadrivalent 2015-2016 Injection	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003621>	Fluzone Quadrivalent 2015-2016 vaccine 0.5 ML Injection	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003622>	Fluzone Quadrivalent 2015-2016 vaccine Injectable Suspension	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003624>	Fluzone Quadrivalent 2015-2016 vaccine 0.1 ML Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003626>	Fluzone Quadrivalent 2015-2016 vaccine 0.5 ML Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003627>	Fluzone Quadrivalent 2016-2017	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003628>	Fluzone Quadrivalent 2016-2017 Injectable Product	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003633>	Fluzone Quadrivalent 2016-2017 Injectable Suspension	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003636>	Fluzone Quadrivalent 2016-2017 vaccine 0.25 ML Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003638>	Fluzone Quadrivalent 2017-2018	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003639>	Fluzone Quadrivalent 2017-2018 Injectable Product	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003640>	influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2017-2018]	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003641>	influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Fluzone Quadrivalent 2017-2018]	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003643>	Fluzone Quadrivalent 2017-2018 vaccine 0.5 ML Injection	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003644>	Fluzone Quadrivalent 2017-2018 vaccine Injectable Suspension	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003645>	Fluzone Quadrivalent 2017-2018 vaccine Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003646>	Fluzone Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003647>	Fluzone Quadrivalent 2017-2018 vaccine 0.25 ML Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003648>	Fluzone Quadrivalent 2017-2018 vaccine 0.1 ML Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003652>	Fluzone Quadrivalent 2018-2019 vaccine Injection	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003654>	Fluzone Quadrivalent 2018-2019 vaccine Injectable Suspension	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003656>	Fluzone Quadrivalent Pediatric Dose for 6-35 Months of Age 2018-2019 Vaccine 0.25 ML Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003666>	YF-VAX Injection	Sanofi Pasteur, Inc
<http://purl.obolibrary.org/obo/VO_0003668>	YF-Vax 4000 UNT/ML Injectable Suspension	Sanofi Pasteur, Inc
<http://purl.obolibrary.org/obo/VO_0003670>	Yellow-Fever Virus Vaccine, 17D-204 strain 4000 UNT/ML [YF-Vax]	Sanofi Pasteur, Inc
<http://purl.obolibrary.org/obo/VO_0003672>	Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML [PedvaxHIB]	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003673>	PedvaxHIB vaccine Injection	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003674>	PedvaxHIB vaccine 0.5 ML Injection	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003676>	Fluvirin 2015-2016 Injectable Product	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003677>	influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluvirin 2015-2016]	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003679>	Fluvirin 2015-2016 vaccine Prefilled Syringe	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003680>	Fluvirin 2015-2016 vaccine 0.5 ML Prefilled Syringe	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003681>	Fluvirin 2016-2017	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003682>	Fluvirin 2016-2017 Injectable Product	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003683>	influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML [Fluvirin 2016-2017]	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003686>	Fluvirin 2016-2017 vaccine 0.5 ML Prefilled Syringe	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003687>	Fluvirin 2017-2018	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003689>	influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML [Fluvirin 2017-2018]	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003690>	Fluvirin 2017-2018 vaccine Injectable Suspension	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003693>	Fluarix Quadrivalent 2015-2016	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003694>	Fluarix Quadrivalent 2015-2016 Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003695>	influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluarix Quadrivalent 2015-2016]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003696>	FLUARIX QUADRIVALENT 2015-2016 vaccine Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003698>	Fluarix Quadrivalent 2016-2017	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003699>	Fluarix Quadrivalent 2016-2017 Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003700>	influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluarix Quadrivalent 2016-2017]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003701>	FLUARIX QUADRIVALENT 2016-2017 vaccine Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003702>	FLUARIX QUADRIVALENT 2016-2017 vaccine 0.5 ML Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003703>	Fluarix Quadrivalent 2017-2018	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003704>	Fluarix Quadrivalent 2017-2018 Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003705>	influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluarix Quadrivalent 2017-2018]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003707>	Fluarix Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003709>	Fluarix Quadrivalent 2018-2019 Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003710>	influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluarix Quadrivalent 2018-2019]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003711>	FLUARIX QUADRIVALENT 2018-2019 vaccine Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003715>	Afluria 2015-2016	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003716>	Afluria 2015-2016 Injectable Product	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003717>	influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/South Australia/55/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Afluria 2015-2016]	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003719>	Afluria 2015-2016 Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003721>	Afluria 2016-2017	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003722>	Afluria 2016-2017 Injectable Product	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003723>	influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML [Afluria 2016-2017]	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003724>	Afluria 2016-2017 vaccine Injectable Suspension	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003726>	afluria 2016-2017 vaccine 0.5 ML Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003727>	Afluria 2017-2018	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003728>	Afluria 2017-2018 Injectable Product	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003734>	Afluria 2018-2019 Injectable Product	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003735>	influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML [Afluria 2018-2019]	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003736>	afluria 2018-2019 vaccine Injectable Suspension	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003737>	Afluria 2018-2019 vaccine Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003738>	Afluria 2018-2019 vaccine 0.5 ML Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003739>	Afluria Quadrivalent 2016-2017 Formula Injectable Product	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003740>	influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Afluria Quadrivalent 2016-2017 Formula]	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003741>	Afluria Quadrivalent 2016-2017 Formula Influenza Virus Vaccine Injectable Suspension	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003743>	Afluria Quadrivalent 2016-2017 Formula 0.5 ML Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003744>	Afluria Quadrivalent 2016-2017 Formula	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003745>	Afluria Quadrivalent 2017-2018	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003749>	Afluria Quadrivalent 2017-2018 vaccine Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003750>	Afluria Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003751>	Afluria Quadrivalent 2018-2019	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003752>	Afluria Quadrivalent 2018-2019 Injectable Product	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003753>	influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Afluria Quadrivalent 2018-2019]	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003754>	Afluria Quadrivalent 2018-2019 vaccine Injectable Suspension	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003755>	Afluria Quadrivalent 2018-2019 vaccine Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003757>	Flulaval Quadrivalent 2016-2017	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003758>	Flulaval Quadrivalent 2016-2017 Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003760>	FLULAVAL QUADRIVALENT 2016-2017 vaccine Injectable Suspension	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003761>	Flulaval Quadrivalent 2016-2017 vaccine Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003762>	Flulaval Quadrivalent 2016-2017 vaccine 0.5 Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003763>	FluLaval Quadrivalent 2015-2016	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003765>	influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [FluLaval Quadrivalent 2015-2016]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003768>	Flulaval Quadrivalent 2017-2018 Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003771>	Flulaval Quadrivalent 2017-2018 vaccine Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003774>	Flulaval Quadrivalent 2018-2019 Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003775>	influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Flulaval Quadrivalent 2018-2019]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003777>	Flulaval Quadrivalent 2018-2019 vaccine Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003778>	Flulaval Quadrivalent 2018-2019 vaccine 0.5 ML Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003780>	Flucelvax 2015-2016 Injectable Product	Seqirus, Inc.
<http://purl.obolibrary.org/obo/VO_0003781>	influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/South Australia/55/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax 2015-2016]	Seqirus, Inc.
<http://purl.obolibrary.org/obo/VO_0003783>	FLUCELVAX 2015-2016 vaccine 0.5 ML Prefilled Syringe	Seqirus, Inc.
<http://purl.obolibrary.org/obo/VO_0003784>	Flucelvax Quadrivalent 2016-2017	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003786>	influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax Quadrivalent 2016-2017]	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003787>	FLUCELVAX QUADRIVALENT 2016-2017 Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003788>	FLUCELVAX QUADRIVALENT 2016-2017 0.5 ML Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003792>	Flucelvax Quadrivalent 2017-2018 Injectable Product	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003793>	influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP2050/2015 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax Quadrivalent 2017-2018]	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003796>	Flucelvax Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003799>	Shingrix vaccine 0.5 ML Injection	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003813>	influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML / influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 50000000 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML [Flumist Quadrivalent 2016-2017]	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0003814>	FluMist Quadrivalent, 2016-2017 Formula Nasal Spray	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0003816>	FluMist Quadrivalent, 2017-2018 Formula Nasal Spray	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0003823>	influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 158000000 UNT/ML / influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML / influenza B virus B/Colorado/06/2017 antigen 158000000 UNT/ML / influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML [Flumist Quadrivalent 2018-2019]	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0003824>	FluMist Quadrivalent, 2018-2019 Formula Nasal Spray	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0003826>	Havrix Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003829>	HAVRIX adult vaccine 1440 UNT in 1 ML Injection	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003830>	HAVRIX Injection	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003832>	Havrix, Hepatitis A Vaccine (Inactivated), (Adult Dose) 1 ML Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003838>	PEDIARIX Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003839>	acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [PEDIARIX]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003840>	PEDIARIX vaccine Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003841>	PEDIARIX vaccine 0.5 ML Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003846>	Ipol Injectable Product	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003847>	poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML [Ipol]	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003850>	Typhim VI Injectable Product	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003852>	Typhim Vi Injectable Solution	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003854>	Typhim Vi 0.5 ML Prefilled Syringe	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003861>	1 ML Imovax 2.5 UNT/ML Injection	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003864>	RabAvert Injectable Product	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003865>	rabies virus vaccine flury-lep strain 2.5 UNT/ML [RabAvert]	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003866>	1 ML RabAvert 2.5 UNT/ML Injection	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003871>	COMVAX Injectable Product	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003876>	Flublok 2012-2013 Formula Influenza Virus Vaccine Injectable Solution	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003877>	Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Wisconsin-1-2010-like virus 0.09 MG/ML [Flublok 2012-2013 Formula]	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003878>	Flublok 2013-2014 Formula	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003879>	Flublok 2013-2014 Formula Injectable Product	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003880>	Flublok 2013-2014 Formula Influenza Virus Vaccine Injectable Solution	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003883>	Flublok 2014-2015 Formula Injectable Product	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003884>	Flublok 2014-2015 Formula Influenza Virus Vaccine Injectable Solution	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003885>	Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML [Flublok 2014-2015 Formula]	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003887>	Flublok 2015-2016 Injectable Product	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003888>	influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Flublok 2015-2016]	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003889>	Flublok 2015-2016 vaccine 0.5 ML Injection	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003890>	Flublok 2016-2017	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003891>	Flublok 2016-2017 Injectable Product	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003892>	influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML [Flublok 2016-2017]	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003893>	Flublok 2016-2017 vaccine 0.5 ML Injection	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003894>	Flublok 2017-2018	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003896>	influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML [Flublok 2017-2018]	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003899>	Flublok Quadrivalent 2017-2018 Injectable Product	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003904>	Flublok Quadrivalent 2018-2019 Injectable Product	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003911>	Fluad 2016-2017	Novartis
<http://purl.obolibrary.org/obo/VO_0003913>	Fluad 2018-2019	Novartis
<http://purl.obolibrary.org/obo/VO_0003916>	FLUAD 2015-2016 Injectable Product	Novartis
