ID,LABEL,inSubset,subCategory,Parent,Parent (name),Equivalent Class,alternative ID,alternative label,definition,definition source,term editor,editor note,example of usage,term tracker item,comment,seeAlso,hasDbXref,VIOLIN vaccine ID,RxNORM ID,RxNORM Preferred Name,vaccine STN,FDA vaccine indications,status of vaccine development,NCBI GeneID,Unnamed: 25,trade name,vaccine package insert PDF URL,vaccine proper name,has vaccine ingredient,has vaccine active ingredient,immunizes host,immunizes against disease,immunizes against pathogen,is_distributed_by,is_distributed_by (name),is_manufactured_by,is_manufactured_by (name),has quality,has role,has part,has component,has prime vaccine,has vaccine component,has vaccine vector,has vaccine antigen,has subunit vaccine antigen,has subunit vaccine protective antigen,has vaccine protective antigen,has gene mutation,vaccine organism has mutation,has vaccine allergen,has function,expresses,is_specified_input_of,vaccinated in route,blocks transmission of pathogen via vaccine,vaccine immunity response transferrable to organism,associated axioms
VO:0000063,Imovax rabies (usa),vaccine,,VO:0000650,Rabies virus vaccine,,,,"The imovax(r) 9 rabies vaccine is a sterile, stable, freeze-dried 10 suspension of rabies virus prepared from strain pm-1503-3m.",http://purl.bioontology.org/ontology/RXNORM/1659730|https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm180097.htm,Oliver He,,,,,,,,1659730,,103931,Vaccine for use in all age groups for pre-exposure and post-exposure prophylaxis against rabies.,,,,IMOVAX,https://www.fda.gov/downloads/BiologicsBloodVaccines/Vaccines/ApprovedProducts/UCM133484.pdf,Rabies Vaccine,,,Homo sapiens,,,,,VO:0000703,"Sanofi Pasteur, SA",vaccine organism inactivated,USA licensed vaccine role,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated",,,,,,,,,,,,,,intramuscular vaccination,,,,
VO:0000064,Infanrix,vaccine,,VO:0000738,Diphtheria-Tetanus-Pertussis vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/224903|https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm101568.htm,Kallan Roan|Oliver He,,,,,,,,224903,,BL 103647,"For active immunization against diphtheria, tetanus, and pertussis as a 5-dose series in infants and children 6 weeks to 7 years of age.",,,,INFANRIX,https://www.fda.gov/downloads/BiologicsBloodVaccines/Vaccines/ApprovedProducts/UCM124514.pdf,Diphtheria and Tetanus Toxoids and Acellular Pertussis Vaccine Adsorbed,,,Homo sapiens,,,,,VO:0000690,GlaxoSmithKline plc,,Canada licensed human vaccine role|USA licensed human vaccine role,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated|Bordetella pertussis pertactin vaccine, inactivated|Bordetella pertussis toxoid vaccine, inactivated|diphtheria toxoid vaccine, inactivated|protein of pathogen organism as vaccine component|tetanus toxoid vaccine, inactivated",,,,,,,,,,,,,,intramuscular vaccination,,,,
VO:0000065,Influenza virus vaccine h5n1 (sanofi pasteur inc),vaccine,,VO:0000642,Influenza virus vaccine,,,,,WEB: http://atomicnewsreview.org/2009/10/22/approval-for-the-arepanrix%E2%84%A2-gsk-vaccine-in-canada/,Oliver He,,,,"Product Name: Influenza Virus Vaccine, H5N1 (for National Stockpile)",,,,,,,,,,,,,,,,Homo sapiens,,H5N1 subtype,,,VO:0000700,"Sanofi Pasteur, Inc",vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,intramuscular vaccination,,,,
VO:0000066,Je-vax,vaccine,,VO:0000665,Japanese encephalitis virus vaccine,,,,"Je-vax is a sterile, lyophilized vaccine for subcutaneous use, prepared by inoculating mice intracerebrally with japanese encephalitis (je) virus, ""nakayama-nih"" strain.",https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm179149.htm,Kallan Roan|Oliver He,,,,,,,,,,,Indicated for Active Immunization against JE for persons one year age and older.,,,,JE-Vax,https://www.fda.gov/downloads/BiologicsBloodVaccines/Vaccines/ApprovedProducts/UCM123761.pdf,Japanese Encephalitis Virus Vaccine Inactivated,,,Homo sapiens,,,,,VO:0000698,Research Foundation for Microbial Diseases of Osaka University,,Canada licensed vaccine role|USA licensed vaccine role,,,,,,,,,,,,,,,subcutaneous vaccination,,,,
VO:0000067,Kinrix,vaccine,,VO:0000742,Diphtheria-Tetanus-Pertussis-Poliovirus vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/801721|https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm172495.htm,Oliver He,,,,Product Name: Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine|Trade Name: KINRIX,,,,801721,,BL 125260,"Active immunization against diphtheria, tetanus, pertussis, and poliomyelitis as the fifth dose in the diphtheria, tetanus, and acellular pertussis (DTaP) vaccine series and the fourth dose in the inactivated poliovirus vaccine (IPV) series in children 4 through 6 years of age whose previous DTaP vaccine doses have been with INFANRIX(R) and/or PEDIARIX(R) for the first three doses and INFANRIX(R) for the fourth dose.",,,,KINRIX,https://www.fda.gov/downloads/BiologicsBloodVaccines/Vaccines/ApprovedProducts/UCM241453.pdf,Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine,,,Homo sapiens,,,,,VO:0000690,GlaxoSmithKline plc,,USA licensed vaccine role,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated|Bordetella pertussis pertactin vaccine, inactivated|Bordetella pertussis toxoid vaccine, inactivated|acellular pertussis vaccine, inactivated|diphtheria toxoid vaccine, inactivated|poliovirus vaccine inactivated, type 1 (Mahoney)|poliovirus vaccine inactivated, type 2 (MEF-1)|poliovirus vaccine inactivated, type 3 (Saukett)|protein of pathogen organism as vaccine component|tetanus toxoid vaccine, inactivated",,,,,,,,,,,,,,intramuscular vaccination,,,,
VO:0000069,M-m-r ii,vaccine,,VO:0000731,Measles-Mumps-Rubella vaccine,,,MMR II,"Measles-mumps-rubella vaccine that is live attenuated and manufactured by merck & co, inc.",https://www.fda.gov/biologicsbloodvaccines/vaccines/approvedproducts/ucm094050.htm,Kallan Roan|Oliver He,,,,,,,,,,BL 101069,"M-M-R II is indicated for simultaneous vaccination against measles, mumps, and rubella in individuals 12 months of age or older.For active immunization against invasive meningococcal disease caused by Neisseria meningiditis serogroups A, C, Y, and W-135. Menomune – A/C/Y/W-135 vaccine is approved for use in persons 2 years of age and older.",,,,M-M-R II,https://www.fda.gov/downloads/BiologicsBloodVaccines/Vaccines/ApprovedProducts/UCM123789.pdf,"Measles, Mumps, and Rubella Virus Vaccine, Live",,,Homo sapiens,,,,,VO:0000695,"Merck & Co., Inc.",viral vaccine organism live attenuated,Canada licensed vaccine role|USA licensed vaccine role,"Mumps Virus Vaccine Live, Jeryl Lynn Strain|Rubella Virus Vaccine Live (Wistar RA 27-3 Strain)",,,,,,,,,,,,,,subcutaneous vaccination,,,,
VO:0000070,M-m-vax,vaccine,,VO:0000736,Measles-Mumps vaccine,,,MEASLES + MUMPS (MM-VAX)|MM-VAX,Measles-mumps vaccine that is manufactured by merck and used for human.,http://novaccine.com/wp-content/uploads/2014/02/mmvax_package_insert.pdf,Oliver He,,,,"Product Name: Measles and Mumps Virus Vaccine, Live|Trade Name: M-M-Vax",,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0000695,"Merck & Co., Inc.",vaccine organism live attenuated,USA licensed vaccine role,,,,Attenuvax|Mumpsvax,,,,,,,,,,,,,,,
VO:0000071,Menactra,vaccine,,VO:0003441,meningococcal conjugate vaccine,,,"Meningococcal Polysaccharide (Serogroups A, C, Y and W-135) Diphtheria Toxoid Conjugate Vaccine","Menactra, meningococcal (groups a, c, y and w-135) polysaccharide diphtheria toxoid conjugate vaccine, is indicated for active immunization to prevent invasive meningococcal disease caused by neisseria meningitidis serogroups a, c, y and w-135.",WEB: http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm176044.htm,Kallan Roan|Oliver He,,,,"Product Name: Meningococcal Polysaccharide (Serogroups A, C, Y and W-135) Diphtheria Toxoid Conjugate Vaccine|Trade Name: Menactra",,,,,,125089,"Active immunization of individuals 9 months through 55 years of age for the prevention of invasive meningococcal disease caused by Neisseria meningitidis serogroups A, C, Y and W-135.",,,,Menactra,https://www.fda.gov/downloads/BiologicsBloodVaccines/Vaccines/ApprovedProducts/UCM131170.pdf,"Meningococcal (Groups A, C, Y and W-135) Polysaccharide Diphtheria Toxoid Conjugate Vaccine",,,Homo sapiens,,,,,VO:0000700,"Sanofi Pasteur, Inc",,Canada licensed vaccine role|USA licensed vaccine role,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine|Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine|Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine|Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine|polysaccharide of pathogen organism as vaccine component|vaccine conjugate protein,,,,,,,,,,,,,,intramuscular vaccination,,,,
VO:0000072,Menomune a c y w135,vaccine,,VO:0000053,Neisseria meningitidis vaccine,,,,,https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm179991.htm,Kallan Roan|Oliver He,,,,,,,,,,BL 103926,"For active immunization against invasive meningococcal disease caused by Neisseria meningiditis serogroups A, C, Y, and W-135. Menomune - A/C/Y/W-135 vaccine is approved for use in persons 2 years of age and older.",,,,Menomune-A/C/Y/W-135,https://www.fda.gov/downloads/BiologicsBloodVaccines/Vaccines/ApprovedProducts/UCM308370.pdf,"Meningococcal Polysaccharide Vaccine, Groups A, C, Y, W-135 Combined",,,Homo sapiens,,,,,VO:0000700,"Sanofi Pasteur, Inc",,USA licensed vaccine role,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135|MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y|meningococcal group A polysaccharide|meningococcal group C polysaccharide|polysaccharide of pathogen organism as vaccine component,,,,,,,,,,,,,,intramuscular vaccination,,,,
VO:0000073,Meruvax ii,vaccine,,VO:0010637,Rubella virus vaccine,,,,,,Oliver He,,,,Product Name: Rubella Virus Vaccine Live|Trade Name: Meruvax II,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0000695,"Merck & Co., Inc.",vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,subcutaneous vaccination,,,,
VO:0000074,Mumpsvax,vaccine,,VO:0000656,Mumps virus vaccine,,,,,,Oliver He,,,,Product Name: Mumps Virus Vaccine Live|Trade Name: Mumpsvax,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0000695,"Merck & Co., Inc.",,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0000077,Mycobacterium tuberculosis vaccine,vaccine,,VO:0000592,Mycobacterium vaccine,('Mycobacterium vaccine') and ('immunizes against pathogen' some 'Mycobacterium tuberculosis'),,tuberculosis vaccine,Mycobacterium vaccine that protects against mycobacterium tuberculosis.,,Oliver He,,,,,MeSH: D032581,,,,,,,,,,,,,,,,,Mycobacterium tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0000078,Mycobax,vaccine,,VO:0000771,BCG vaccine,,,,,,Oliver He,"Mycobax is a BCG vaccine that is made by Sanofi Pasteur, Ltd.
Ref: http://www.biopharma.com/cgi/full6.lasso?Key=412.65916",,,Product Name: BCG Vaccine|Trade Name: Mycobax,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0000699,Sanofi Pasteur Limited,,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0000079,Fluzone high-dose,vaccine,,VO:0000047,Fluzone,,,,Influenza vaccine that is similar to fluzone but has high dose.,WEB: http://www.fda.gov/downloads/BiologicsBloodVaccines/Vaccines/ApprovedProducts/UCM305079.pdf|https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm112854.htm,Kallan Roan|Oliver He,,,,"Product Name: Influenza Virus Vaccine, Trivalent, Types A and B",,,,,,BL 103914,Fluzone High-Dose is indicated for active immunization of persons 65 years of age and older against influenza disease caused by influenza virus subtypes A and type B contained in the vaccine.,,,,,https://www.fda.gov/downloads/BiologicsBloodVaccines/Vaccines/ApprovedProducts/UCM619541.pdf,Fluzone High-Dose|Influenza Virus Vaccine,,,Homo sapiens,,,,,VO:0000699,Sanofi Pasteur Limited,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,intramuscular vaccination,,,,
VO:0000081,Influenza a (h1n1) 2009 monovalent vaccine (novartis),vaccine,,VO:0003211,H1N1 Influenza Monovalent Vaccine,,,,,https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm181973.htm,Kallan Roan|Oliver He,,,,,,,,,,,Active immunization of persons 4 years of age and older against influenza disease caused by pandemic (H1N1) 2009 virus.,,,,,https://www.fda.gov/downloads/BiologicsBloodVaccines/Vaccines/ApprovedProducts/UCM182242.pdf,Influenza A (H1N1) 2009 Monovalent Vaccine,,,Homo sapiens,,,,,VO:0000696,Novartis Vaccines and Diagnostics,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,intramuscular vaccination,,,,
VO:0000082,Pediarix,vaccine,,VO:0000743,Diphtheria-Tetanus-Pertussis-Poliovirus-Hepatitis B vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/352877|https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm146759.htm,Kallan Roan|Oliver He,,,,,,,,352877,,BL 103907,"For active immunization against diphtheria, tetanus, pertussis, infection caused by all known subtypes of hepatitis B virus, and poliomyelitis. PEDIARIX is approved for use as a three-dose series in infants born of hepatitis B surface antigen (HBsAg)-negative mothers. PEDIARIX may be given as early as 6 weeks of age through 6 years of age (prior to the 7th birthday).",,,,Pediarix,https://www.fda.gov/downloads/BiologicsBloodVaccines/Vaccines/ApprovedProducts/UCM241874.pdf,"Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed, Hepatitis B (Recombinant) and Inactivated Poliovirus Vaccine Combined",,,Homo sapiens,,,,,VO:0000690,GlaxoSmithKline plc,,Canada licensed vaccine role|USA licensed vaccine role,"Hepatitis B surface antigen vaccine|acellular pertussis vaccine, inactivated|diphtheria toxoid vaccine, inactivated|poliovirus vaccine inactivated, type 1 (Mahoney)|poliovirus vaccine inactivated, type 2 (MEF-1)|poliovirus vaccine inactivated, type 3 (Saukett)|protein of pathogen organism as vaccine component|tetanus toxoid vaccine, inactivated",,,,,,,,,,,,,,intramuscular vaccination,,,,
VO:0000083,Pedvaxhib,vaccine,,VO:0000662,Haemophilus influenzae serotype b vaccine,,,,"Pedvaxhib is a highly purified capsular polysaccharide (polyribosylribitol phosphate or prp) of haemophilus
influenzae type b (haemophilus b, ross strain) that is covalently bound to an outer membrane protein complex (ompc) of the b11 strain of neisseria meningitidis serogroup b.",https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm253644.htm,Kallan Roan|Oliver He,,,,,PMID:2791073,,,,,BL 103237/5285,Liquid PedvaxHIB is indicated for routine vaccination against invasive disease caused by Haemophilus influenzae type b in infants and children 2 to 71 months of age.,,,,Liquid PedvaxHIB,https://www.fda.gov/downloads/BiologicsBloodVaccines/Vaccines/ApprovedProducts/UCM253652.pdf,Haemophilus B Conjugate Vaccine (Meningococcal Protein Conjugate),,,Homo sapiens,,,,,VO:0000695,"Merck & Co., Inc.",,USA licensed vaccine role,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine|vaccine conjugate protein,,,,,,,,,,,,,,,,,,
VO:0000084,Pentacel,vaccine,,VO:0000744,Diphtheria-Tetanus-Pertussis-Poliovirus-Haemophilus b vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/674453|https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm172502.htm,Kallan Roan|Oliver He,,,,,,,,674453,,125145,"For active immunization against diphtheria, tetanus, pertussis, poliomyelitis and invasive disease caused by Haemophilus influenzae type b when administered to infants and children 6 weeks through 4 years of age (prior to fifth birthday).",,,,Pentacel,https://www.fda.gov/downloads/BiologicsBloodVaccines/Vaccines/ApprovedProducts/UCM109810.pdf,"Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed, Inactivated Poliovirus and Haemophilus b Conjugate (Tetanus Toxoid Conjugate) Vaccine",,,Homo sapiens,,,,,VO:0000699,Sanofi Pasteur Limited,,Canada licensed vaccine role|USA licensed vaccine role,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine|acellular pertussis vaccine, inactivated|diphtheria toxoid vaccine, inactivated|poliovirus vaccine inactivated, type 1 (Mahoney)|poliovirus vaccine inactivated, type 2 (MEF-1)|poliovirus vaccine inactivated, type 3 (Saukett)|protein of pathogen organism as vaccine component|tetanus toxoid vaccine, inactivated",,,,,,,,,,,,,,intramuscular vaccination,,,,
VO:0000085,Plague vaccine by greer laboratories inc,vaccine,,VO:0000648,Yersinia pestis vaccine,,,,,,Oliver He,,,,Product Name: Plague Vaccine,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0000691,Greer Laboratories Inc,,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0000087,Plasmodium falciparum vaccine,vaccine,,VO:0000761,malaria vaccine,('malaria vaccine') and ('immunizes against pathogen' some 'Plasmodium falciparum'),,,Malaria vaccine that protects against malaria caused by plasmodium falciparum.,,Oliver He,,,,,,,,,,,,,,,,,,,,,,Plasmodium falciparum|Plasmodium falciparum,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0000088,Pneumovax 23,vaccine,,VO:0000424,polyvalent pneumococcal vaccine,,,,,https://www.fda.gov/biologicsbloodvaccines/vaccines/approvedproducts/ucm179996.htm,Oliver He|Kallan Roan,,,,"Product Name: Pneumococcal Vaccine, Polyvalent",,,,,,BLA 101094,PNEUMOVAX 23 is indicated for active immunization against pneumococcal disease caused by those pneumococcal types included in the vaccine in persons 50 years of age or older and persons greater than or equal to 2 years of age who are at increased risk for pneumococcal disease.,,,,Pneumovax 23,https://www.fda.gov/downloads/BiologicsBloodVaccines/Vaccines/ApprovedProducts/UCM257088.pdf,"Pneumococcal Vaccine, Polyvalent",,,Homo sapiens,,,,,VO:0000695,"Merck & Co., Inc.",,Canada licensed vaccine role|USA licensed vaccine role,phenol vaccine preservative|pneumococcal capsular polysaccharide type 1 vaccine|pneumococcal capsular polysaccharide type 10A vaccine|pneumococcal capsular polysaccharide type 11A vaccine|pneumococcal capsular polysaccharide type 12F vaccine|pneumococcal capsular polysaccharide type 14 vaccine|pneumococcal capsular polysaccharide type 15B vaccine|pneumococcal capsular polysaccharide type 17F vaccine|pneumococcal capsular polysaccharide type 18C vaccine|pneumococcal capsular polysaccharide type 19A vaccine|pneumococcal capsular polysaccharide type 19F vaccine|pneumococcal capsular polysaccharide type 2 vaccine|pneumococcal capsular polysaccharide type 20 vaccine|pneumococcal capsular polysaccharide type 22F vaccine|pneumococcal capsular polysaccharide type 23F vaccine|pneumococcal capsular polysaccharide type 3 vaccine|pneumococcal capsular polysaccharide type 33F vaccine|pneumococcal capsular polysaccharide type 4 vaccine|pneumococcal capsular polysaccharide type 5 vaccine|pneumococcal capsular polysaccharide type 6B vaccine|pneumococcal capsular polysaccharide type 7F vaccine|pneumococcal capsular polysaccharide type 8 vaccine|pneumococcal capsular polysaccharide type 9N vaccine|pneumococcal capsular polysaccharide type 9V vaccine,,,,,,,,,,,,,,intramuscular vaccination,,,,
VO:0000089,Poliovax,vaccine,,VO:0000664,Poliovirus vaccine,,,,,,Oliver He,,,,Product Name: Poliovirus Vaccine Inactivated (Human Diploid Cell)|Trade Name: Poliovax,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0000699,Sanofi Pasteur Limited,,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0000090,Prevnar,vaccine,,VO:0000424,polyvalent pneumococcal vaccine,,,,,https://www.fda.gov/biologicsbloodvaccines/vaccines/approvedproducts/ucm180017.htm|https://www.prevnar13.com/,Oliver He,,,,Product Name: Pneumococcal 7-valent Conjugate Vaccine (Diphtheria CRM197 Protein)|STN: BLA 101094,VIOLIN Vaccine ID: 1114,,,,,,"- Immunization of infants 2, 4, 6 and 12-15 months of age to prevent invasive pneumococcal disease.
- Immunization of infants and toddlers against otitis media caused by vaccine serotypes.",,,,Prevnar,https://www.fda.gov/downloads/BiologicsBloodVaccines/Vaccines/ApprovedProducts/UCM137038.pdf,Pneumococcal 7-valent Conjugate Vaccine (Diphtheria CRM197 Protein),,,Homo sapiens,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,,Canada licensed vaccine role|USA licensed vaccine role,vaccine conjugate protein,,,,,,,,,,,,,,intramuscular vaccination,,,,
