ID,LABEL in VO,RxNorm OMOP extension ID,RxNorm Preferred Name
VO:0017463,"tetanus toxoid vaccine, inactivated 0.088 MG/ML",OMOP1047078,"tetanus toxoid vaccine, inactivated 0.088 MG/ML"
VO:0017852,meningococcal group A polysaccharide 0.5 MG,OMOP1047516,meningococcal group A polysaccharide 0.5 MG
VO:0018626,"Japanese encephalitis virus vaccine, inactivated 1 UNT",OMOP1047616,"Japanese encephalitis virus vaccine, inactivated 1 UNT"
VO:0016702,"diphtheria toxoid vaccine, inactivated 5 LFU/ML",OMOP1047829,"diphtheria toxoid vaccine, inactivated 5 LFU/ML"
VO:0020799,"BCG, Live, Tice Strain 800000000 UNT",OMOP1048165,"BCG, Live, Tice Strain 800000000 UNT"
VO:0021025,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 PFU/ML [Zostavax],OMOP1048319,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 PFU/ML [Zostavax]
VO:0018664,"Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML [Mumpsvax]",OMOP1048920,"Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML [Mumpsvax]"
VO:0017305,"Bordetella pertussis 0.01 MG/ML / diphtheria toxoid vaccine, inactivated 30 LFU/ML / Pertussis Vaccine 0.0468 MG/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML [Tripacel]",OMOP1049433,"Bordetella pertussis 0.01 MG/ML / diphtheria toxoid vaccine, inactivated 30 LFU/ML / Pertussis Vaccine 0.0468 MG/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML [Tripacel]"
VO:0017824,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML [Menjugate]",OMOP1049576,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML [Menjugate]"
VO:0020373,Typhoid Vaccine Live Ty21a Oral Powder,OMOP1050295,Typhoid Vaccine Live Ty21a Oral Powder
VO:0017891,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Intramuscular Solution,OMOP1050435,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Intramuscular Solution
VO:0017450,"meningococcal group C polysaccharide / tetanus toxoid vaccine, inactivated Injectable Suspension",OMOP1050436,"meningococcal group C polysaccharide / tetanus toxoid vaccine, inactivated Injectable Suspension"
VO:0017448,"meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y / tetanus toxoid vaccine, inactivated Injectable Solution",OMOP1050437,"meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y / tetanus toxoid vaccine, inactivated Injectable Solution"
VO:0015525,Hepatitis B Surface Antigen Vaccine Intramuscular Solution,OMOP1050493,Hepatitis B Surface Antigen Vaccine Intramuscular Solution
VO:0017430,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine Injectable Solution",OMOP1050504,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine Injectable Solution"
VO:0017451,"meningococcal group C polysaccharide / tetanus toxoid vaccine, inactivated Injectable Suspension [Neisvac C]",OMOP1051570,"meningococcal group C polysaccharide / tetanus toxoid vaccine, inactivated Injectable Suspension [Neisvac C]"
VO:0017449,"meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y / tetanus toxoid vaccine, inactivated Injectable Solution [Nimenrix]",OMOP1051572,"meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y / tetanus toxoid vaccine, inactivated Injectable Solution [Nimenrix]"
VO:0021026,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 PFU/ML Injectable Suspension,OMOP1052686,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 PFU/ML Injectable Suspension
VO:0017792,Pertussis Vaccine 15000000000 UNT/ML Injectable Suspension Box of 5,OMOP1052971,Pertussis Vaccine 15000000000 UNT/ML Injectable Suspension Box of 5
VO:0018665,"Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML Injectable Solution",OMOP1053053,"Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML Injectable Solution"
VO:0017957,meningococcal group A polysaccharide 2.5 MG / meningococcal group C polysaccharide 2.5 MG / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 2.5 MG / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 2.5 MG Injectable Solution,OMOP1053100,meningococcal group A polysaccharide 2.5 MG / meningococcal group C polysaccharide 2.5 MG / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 2.5 MG / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 2.5 MG Injectable Solution
VO:0017426,"diphtheria toxoid vaccine, inactivated 50 LFU/ML / Pertussis Vaccine 24 UNT/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Solution",OMOP1053430,"diphtheria toxoid vaccine, inactivated 50 LFU/ML / Pertussis Vaccine 24 UNT/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Solution"
VO:0017411,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension",OMOP1053431,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension"
VO:0016757,"diphtheria toxoid vaccine, inactivated 0.2 LFU/ML Injectable Solution",OMOP1053432,"diphtheria toxoid vaccine, inactivated 0.2 LFU/ML Injectable Solution"
VO:0020827,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution",OMOP1053513,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution"
VO:0015332,"Hepatitis A Vaccine, Inactivated 320 UNT/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Intramuscular Solution [Vivaxim]",OMOP1055230,"Hepatitis A Vaccine, Inactivated 320 UNT/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Intramuscular Solution [Vivaxim]"
VO:0017444,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.08 MG/ML Injection [ActHIB]",OMOP1055242,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.08 MG/ML Injection [ActHIB]"
VO:0020829,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution [HibTITER] Box of 5",OMOP1055619,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution [HibTITER] Box of 5"
VO:0020802,"BCG, Live, Tice Strain 800000000 UNT Injectable Solution [OncoTICE]",OMOP1056111,"BCG, Live, Tice Strain 800000000 UNT Injectable Solution [OncoTICE]"
VO:0020745,"BCG, Live, Montreal Strain 120 MG Injectable Solution [Pacis]",OMOP1056112,"BCG, Live, Montreal Strain 120 MG Injectable Solution [Pacis]"
VO:0015859,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B] by Glaxosmithkline,OMOP1058131,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B] by Glaxosmithkline
VO:0017548,"tetanus toxoid vaccine, inactivated 40 UNT/ML",OMOP1060055,"tetanus toxoid vaccine, inactivated 40 UNT/ML"
VO:0018408,pneumococcal capsular polysaccharide type 23F vaccine 0.002 MG/ML,OMOP1060311,pneumococcal capsular polysaccharide type 23F vaccine 0.002 MG/ML
VO:0018399,pneumococcal capsular polysaccharide type 1 vaccine 0.002 MG/ML,OMOP1060312,pneumococcal capsular polysaccharide type 1 vaccine 0.002 MG/ML
VO:0018404,pneumococcal capsular polysaccharide type 18C vaccine 0.006 MG/ML,OMOP1060313,pneumococcal capsular polysaccharide type 18C vaccine 0.006 MG/ML
VO:0018663,"Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML",OMOP1060462,"Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML"
VO:0017857,meningococcal group C polysaccharide 2.5 MG,OMOP1060503,meningococcal group C polysaccharide 2.5 MG
VO:0020955,influenza B virus antigen 50000000 /ML,OMOP1060659,influenza B virus antigen 50000000 /ML
VO:0017435,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML",OMOP1060697,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML"
VO:0020927,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus 0.09 MG/ML",OMOP1060699,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus 0.09 MG/ML"
VO:0020361,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML [Typhim V]",OMOP1061540,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML [Typhim V]"
VO:0017452,"meningococcal group C polysaccharide 0.02 MG/ML / tetanus toxoid vaccine, inactivated 0.04 MG/ML [Neisvac C]",OMOP1061987,"meningococcal group C polysaccharide 0.02 MG/ML / tetanus toxoid vaccine, inactivated 0.04 MG/ML [Neisvac C]"
VO:0018239,"MEASLES VIRUS VACCINE,LIVE ATTENUATED 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 20000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML [Priorix]",OMOP1061998,"MEASLES VIRUS VACCINE,LIVE ATTENUATED 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 20000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML [Priorix]"
VO:0017441,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.08 MG/ML [ActHIB]",OMOP1062217,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.08 MG/ML [ActHIB]"
VO:0015325,"Hepatitis A Vaccine, Inactivated / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Intramuscular Solution",OMOP1063480,"Hepatitis A Vaccine, Inactivated / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Intramuscular Solution"
VO:0017432,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine Injectable Suspension",OMOP1063489,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine Injectable Suspension"
VO:0020943,influenza A-California-7-2009-(H1N1)v-like virus vaccine / influenza B virus antigen Nasal Spray [Flumist],OMOP1064560,influenza A-California-7-2009-(H1N1)v-like virus vaccine / influenza B virus antigen Nasal Spray [Flumist]
VO:0017359,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injectable Suspension [Boostrix]",OMOP1064797,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injectable Suspension [Boostrix]"
VO:0021003,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 1350 UNT Injectable Solution,OMOP1065594,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 1350 UNT Injectable Solution
VO:0020385,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 1000000000 UNT/ML Injectable Suspension",OMOP1065609,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 1000000000 UNT/ML Injectable Suspension"
VO:0018708,Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 1000 UNT Injectable Solution,OMOP1065756,Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 1000 UNT Injectable Solution
VO:0018286,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated 2.5 UNT Injectable Solution",OMOP1065773,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated 2.5 UNT Injectable Solution"
VO:0017928,meningococcal group A polysaccharide 0.008 MG/ML / meningococcal group C polysaccharide 0.008 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.008 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.008 MG/ML Intramuscular Solution,OMOP1065966,meningococcal group A polysaccharide 0.008 MG/ML / meningococcal group C polysaccharide 0.008 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.008 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.008 MG/ML Intramuscular Solution
VO:0018238,"MEASLES VIRUS VACCINE,LIVE ATTENUATED 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injectable Solution Box of 10",OMOP1065972,"MEASLES VIRUS VACCINE,LIVE ATTENUATED 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injectable Solution Box of 10"
VO:0017404,"diphtheria toxoid vaccine, inactivated 4 LFU/ML / tetanus toxin 10 LFU/ML Injectable Suspension Box of 5",OMOP1066243,"diphtheria toxoid vaccine, inactivated 4 LFU/ML / tetanus toxin 10 LFU/ML Injectable Suspension Box of 5"
VO:0017306,"Bordetella pertussis 0.01 MG/ML / diphtheria toxoid vaccine, inactivated 30 LFU/ML / Pertussis Vaccine 0.0468 MG/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Suspension",OMOP1066245,"Bordetella pertussis 0.01 MG/ML / diphtheria toxoid vaccine, inactivated 30 LFU/ML / Pertussis Vaccine 0.0468 MG/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Suspension"
VO:0020830,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution Box of 5",OMOP1066329,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution Box of 5"
VO:0018419,pneumococcal capsular polysaccharide type 1 vaccine 0.05 MG/ML Injectable Solution [Pneumovax 23],OMOP1067503,pneumococcal capsular polysaccharide type 1 vaccine 0.05 MG/ML Injectable Solution [Pneumovax 23]
VO:0017412,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Boostrix]",OMOP1068279,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Boostrix]"
VO:0017310,"Bordetella pertussis 0.01 MG/ML / diphtheria toxoid vaccine, inactivated 4 LFU/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Suspension [Adacel]",OMOP1068280,"Bordetella pertussis 0.01 MG/ML / diphtheria toxoid vaccine, inactivated 4 LFU/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Suspension [Adacel]"
VO:0017947,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Menjugate]",OMOP1068417,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Menjugate]"
VO:0018707,Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 1000 UNT,OMOP1072926,Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 1000 UNT
VO:0018418,pneumococcal capsular polysaccharide type 9V vaccine 0.002 MG/ML,OMOP1073038,pneumococcal capsular polysaccharide type 9V vaccine 0.002 MG/ML
VO:0018402,pneumococcal capsular polysaccharide type 14 vaccine 0.002 MG/ML,OMOP1073039,pneumococcal capsular polysaccharide type 14 vaccine 0.002 MG/ML
VO:0018406,pneumococcal capsular polysaccharide type 19F vaccine 0.006 MG/ML,OMOP1073040,pneumococcal capsular polysaccharide type 19F vaccine 0.006 MG/ML
VO:0017790,Pertussis Vaccine 15000000000 UNT/ML,OMOP1073078,Pertussis Vaccine 15000000000 UNT/ML
VO:0017862,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.5 MG,OMOP1073205,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.5 MG
VO:0016703,"diphtheria toxoid vaccine, inactivated 50 LFU/ML",OMOP1073559,"diphtheria toxoid vaccine, inactivated 50 LFU/ML"
VO:0020742,"BCG, Live, Montreal Strain 120 MG",OMOP1073855,"BCG, Live, Montreal Strain 120 MG"
VO:0021033,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 4000 UNT/ML [Varilrix],OMOP1074004,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 4000 UNT/ML [Varilrix]
VO:0018255,rabies virus vaccine flury-lep strain 2.5 UNT [RabAvert],OMOP1074302,rabies virus vaccine flury-lep strain 2.5 UNT [RabAvert]
VO:0017794,Pertussis Vaccine 600 UNT/ML [Acel-P],OMOP1075954,Pertussis Vaccine 600 UNT/ML [Acel-P]
VO:0017457,"poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Injectable Solution",OMOP1076072,"poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Injectable Solution"
VO:0018205,"MEASLES VIRUS VACCINE,LIVE ATTENUATED / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injectable Solution",OMOP1076140,"MEASLES VIRUS VACCINE,LIVE ATTENUATED / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injectable Solution"
VO:0020366,Typhoid Vaccine Live Ty21a Oral Powder [Vivotif],OMOP1076834,Typhoid Vaccine Live Ty21a Oral Powder [Vivotif]
VO:0018386,pneumococcal capsular polysaccharide type 1 vaccine Injectable Solution [Pneumovax 23],OMOP1077114,pneumococcal capsular polysaccharide type 1 vaccine Injectable Solution [Pneumovax 23]
VO:0018388,pneumococcal capsular polysaccharide type 1 vaccine Injectable Solution [Pnu-Imune],OMOP1077115,pneumococcal capsular polysaccharide type 1 vaccine Injectable Solution [Pnu-Imune]
VO:0017303,"Bordetella pertussis / diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injectable Suspension [Adacel]",OMOP1077659,"Bordetella pertussis / diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injectable Suspension [Adacel]"
VO:0017315,"Candida albicans extract / diphtheria toxoid vaccine, inactivated / Glycerin / Proteus mirabilis / Purified Protein Derivative of Tuberculin / tetanus toxin Injectable Solution [Multitest Cmi]",OMOP1077925,"Candida albicans extract / diphtheria toxoid vaccine, inactivated / Glycerin / Proteus mirabilis / Purified Protein Derivative of Tuberculin / tetanus toxin Injectable Solution [Multitest Cmi]"
VO:0018283,rabies virus vaccine flury-lep strain 2.5 UNT Injectable Solution,OMOP1078636,rabies virus vaccine flury-lep strain 2.5 UNT Injectable Solution
VO:0018426,pneumococcal capsular polysaccharide type 1 vaccine 0.05 MG/ML Injectable Solution,OMOP1078689,pneumococcal capsular polysaccharide type 1 vaccine 0.05 MG/ML Injectable Solution
VO:0017425,"diphtheria toxoid vaccine, inactivated 50 LFU/ML / Pertussis Vaccine 24 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 160 UNT/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Solution",OMOP1079127,"diphtheria toxoid vaccine, inactivated 50 LFU/ML / Pertussis Vaccine 24 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 160 UNT/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Solution"
VO:0016763,"diphtheria toxoid vaccine, inactivated 50 LFU/ML Injectable Solution",OMOP1079130,"diphtheria toxoid vaccine, inactivated 50 LFU/ML Injectable Solution"
