ID,LABEL in VO,OMOP concept ID
VO:0003619,influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Fluzone Quadrivalent 2015-2016],46276044
VO:0003620,Fluzone Quadrivalent 2015-2016 Injection,46275655
VO:0003621,Fluzone Quadrivalent 2015-2016 vaccine 0.5 ML Injection,46275656
VO:0003622,Fluzone Quadrivalent 2015-2016 vaccine Injectable Suspension,46275642
VO:0003623,Fluzone Quadrivalent 2015-2016 vaccine Prefilled Syringe,46275646
VO:0003624,Fluzone Quadrivalent 2015-2016 vaccine 0.1 ML Prefilled Syringe,46276045
VO:0003625,Fluzone Quadrivalent 2015-2016 vaccine 0.25 ML Prefilled Syringe,46275737
VO:0003626,Fluzone Quadrivalent 2015-2016 vaccine 0.5 ML Prefilled Syringe,46275647
VO:0003629,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2016-2017],36249500
VO:0003630,influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Fluzone Quadrivalent 2016-2017],36249401
VO:0003631,Fluzone Quadrivalent 2016-2017 Formula Injection,36249515
VO:0003632,Fluzone Quadrivalent 2016-2017 Formula 0.5 ML Injection,36249516
VO:0003633,Fluzone Quadrivalent 2016-2017 Injectable Suspension,36249520
VO:0003634,Fluzone Quadrivalent 2016-2017 vaccine Prefilled Syringe,36249402
VO:0003635,Fluzone Quadrivalent 2016-2017 vaccine 0.1 ML Prefilled Syringe,36249404
VO:0003636,Fluzone Quadrivalent 2016-2017 vaccine 0.25 ML Prefilled Syringe,36249501
VO:0003637,Fluzone Quadrivalent 2016-2017 vaccine 0.5 ML Prefilled Syringe,36249513
VO:0003640,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2017-2018],1593196
VO:0003641,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Fluzone Quadrivalent 2017-2018],1593534
VO:0003642,Fluzone Quadrivalent 2017-2018 vaccine Injection,1593332
VO:0003643,Fluzone Quadrivalent 2017-2018 vaccine 0.5 ML Injection,1593334
VO:0003644,Fluzone Quadrivalent 2017-2018 vaccine Injectable Suspension,1593517
VO:0003645,Fluzone Quadrivalent 2017-2018 vaccine Prefilled Syringe,1593344
VO:0003646,Fluzone Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe,1593519
VO:0003647,Fluzone Quadrivalent 2017-2018 vaccine 0.25 ML Prefilled Syringe,1593345
VO:0003648,Fluzone Quadrivalent 2017-2018 vaccine 0.1 ML Prefilled Syringe,1593535
VO:0003651,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2018-2019],35200056
VO:0003652,Fluzone Quadrivalent 2018-2019 vaccine Injection,35200061
VO:0003653,Fluzone Quadrivalent 2018-2019 vaccine 0.5 ML Injection,35201919
VO:0003654,Fluzone Quadrivalent 2018-2019 vaccine Injectable Suspension,35200067
VO:0003655,Fluzone Quadrivalent 2018-2019 Vaccine Prefilled Syringe,35200057
VO:0003656,Fluzone Quadrivalent Pediatric Dose for 6-35 Months of Age 2018-2019 Vaccine 0.25 ML Prefilled Syringe,35201921
VO:0003657,Fluzone Quadrivalent 2018-2019 vaccine 0.5 ML Prefilled Syringe,35201917
VO:0003658,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.09 MG/ML,46276012
VO:0003659,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML,36249494
VO:0003660,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML,36249398
VO:0003661,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.03 MG/ML,1593193
VO:0003662,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML,1593183
VO:0003663,influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML,1559888
VO:0003664,influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML,1559889
VO:0003666,YF-VAX Injection,46275269
VO:0003667,YF-VAX 0.5 ML Injection,46275270
VO:0003668,YF-Vax 4000 UNT/ML Injectable Suspension,42800062
VO:0003669,YF-Vax Injectable Suspension,42800064
VO:0003670,"Yellow-Fever Virus Vaccine, 17D-204 strain 4000 UNT/ML [YF-Vax]",19131661
VO:0003672,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML [PedvaxHIB],19030111
VO:0003673,PedvaxHIB vaccine Injection,46276400
VO:0003677,influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluvirin 2015-2016],46276180
VO:0003678,Fluvirin 2015-2016 vaccine Injectable Suspension,46276182
VO:0003679,Fluvirin 2015-2016 vaccine Prefilled Syringe,46275887
VO:0003680,Fluvirin 2015-2016 vaccine 0.5 ML Prefilled Syringe,46275888
VO:0003683,influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML [Fluvirin 2016-2017],36249428
VO:0003684,Fluvirin 2016-2017 vaccine Injectable Suspension,36249431
VO:0003685,Fluvirin 2016-2017 vaccine Prefilled Syringe,36249433
VO:0003686,Fluvirin 2016-2017 vaccine 0.5 ML Prefilled Syringe,36249434
VO:0003689,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML [Fluvirin 2017-2018],1593906
VO:0003690,Fluvirin 2017-2018 vaccine Injectable Suspension,1593909
VO:0003691,Fluvirin 2017-2018 vaccine Prefilled Syringe,1593910
VO:0003692,Fluvirin 2017-2018 vaccine 0.5 ML Prefilled Syringe,1593911
VO:0003695,influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluarix Quadrivalent 2015-2016],46276106
VO:0003696,Fluarix Quadrivalent 2015-2016 vaccine Prefilled Syringe,46276107
VO:0003697,Fluarix Quadrivalent 2015-2016 vaccine 0.5 ML Prefilled Syringe,46276108
VO:0003700,influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluarix Quadrivalent 2016-2017],36249178
VO:0003701,Fluarix Quadrivalent 2016-2017 vaccine Prefilled Syringe,36249179
VO:0003702,Fluarix Quadrivalent 2016-2017 vaccine 0.5 ML Prefilled Syringe,36249181
VO:0003705,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluarix Quadrivalent 2017-2018],1593187
VO:0003706,Fluarix Quadrivalent 2017-2018 vaccine Prefilled Syringe,1593188
VO:0003707,Fluarix Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe,1593190
VO:0003710,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluarix Quadrivalent 2018-2019],1559891
VO:0003711,Fluarix Quadrivalent 2018-2019 vaccine Prefilled Syringe,1559892
VO:0003712,Fluarix Quadrivalent 2018-2019 vaccine 0.5 ML Prefilled Syringe,1560162
VO:0003714,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML,1593184
VO:0003717,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/South Australia/55/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Afluria 2015-2016],46276263
VO:0003718,afluria 2015-2016 vaccine Injectable Suspension,46276315
VO:0003719,Afluria 2015-2016 Prefilled Syringe,46276264
VO:0003720,Afluria 2015-2016 0.5 ML Prefilled Syringe,46276265
VO:0003723,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML [Afluria 2016-2017],36249261
VO:0003724,Afluria 2016-2017 vaccine Injectable Suspension,36249272
VO:0003725,Afluria 2016-2017 vaccine Prefilled Syringe,36249262
VO:0003726,afluria 2016-2017 vaccine 0.5 ML Prefilled Syringe,36249264
VO:0003729,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/46/2015 antigen 0.03 MG/ML [Afluria 2017-2018],793953
VO:0003730,Afluria 2017-2018 vaccine Injectable Suspension,793961
VO:0003731,Afluria 2017-2018 vaccine Prefilled Syringe,793954
VO:0003732,Afluria 2017-2018 vaccine 0.5 ML Prefilled Syringe,793956
VO:0003735,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML [Afluria 2018-2019],35200051
VO:0003736,afluria 2018-2019 vaccine Injectable Suspension,35200054
VO:0003737,Afluria 2018-2019 vaccine Prefilled Syringe,35200077
VO:0003738,Afluria 2018-2019 vaccine 0.5 ML Prefilled Syringe,35201923
VO:0003740,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Afluria Quadrivalent 2016-2017 Formula],1718581
VO:0003741,Afluria Quadrivalent 2016-2017 Formula Influenza Virus Vaccine Injectable Suspension,1718587
VO:0003742,Afluria Quadrivalent 2016-2017 Formula Prefilled Syringe,1718582
VO:0003743,Afluria Quadrivalent 2016-2017 Formula 0.5 ML Prefilled Syringe,1718584
VO:0003747,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/46/2015 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Afluria Quadrivalent 2017-2018],793964
VO:0003748,Afluria Quadrivalent 2017-2018 vaccine Injectable Suspension,793972
VO:0003749,Afluria Quadrivalent 2017-2018 vaccine Prefilled Syringe,793965
VO:0003750,Afluria Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe,793967
VO:0003753,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Afluria Quadrivalent 2018-2019],35200069
VO:0003754,Afluria Quadrivalent 2018-2019 vaccine Injectable Suspension,35200072
VO:0003755,Afluria Quadrivalent 2018-2019 vaccine Prefilled Syringe,35200073
VO:0003756,Afluria Quadrivalent 2018-2019 vaccine 0.5 ML Prefilled Syringe,35201922
VO:0003759,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Flulaval Quadrivalent 2016-2017],36249170
VO:0003760,FluLaval Quadrivalent 2016-2017 vaccine Injectable Suspension,36249203
VO:0003761,Flulaval Quadrivalent 2016-2017 vaccine Prefilled Syringe,36249171
VO:0003762,Flulaval Quadrivalent 2016-2017 vaccine 0.5 Prefilled Syringe,36249173
VO:0003765,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [FluLaval Quadrivalent 2015-2016],46276187
VO:0003766,FluLaval Quadrivalent 2015-2016 vaccine Injectable Suspension,46276189
VO:0003769,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Flulaval Quadrivalent 2017-2018],1593339
VO:0003770,FluLaval Quadrivalent 2017-2018 vaccine Injectable Suspension,1593342
VO:0003771,Flulaval Quadrivalent 2017-2018 vaccine Prefilled Syringe,1593348
VO:0003772,Flulaval Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe,1593349
VO:0003775,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Flulaval Quadrivalent 2018-2019],1559898
VO:0003776,Flulaval Quadrivalent 2018-2019 vaccine Injectable Suspension,1559901
VO:0003777,Flulaval Quadrivalent 2018-2019 vaccine Prefilled Syringe,1559902
VO:0003778,Flulaval Quadrivalent 2018-2019 vaccine 0.5 ML Prefilled Syringe,1560163
VO:0003781,influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/South Australia/55/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax 2015-2016],46276051
VO:0003782,Flucelvax 2015-2016 vaccine Prefilled Syringe,46276052
VO:0003783,Flucelvax 2015-2016 vaccine 0.5 ML Prefilled Syringe,46276053
VO:0003786,influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax Quadrivalent 2016-2017],40220718
VO:0003787,Flucelvax Quadrivalent 2016-2017 Prefilled Syringe,40220719
VO:0003788,Flucelvax Quadrivalent 2016-2017 0.5 ML Prefilled Syringe,40220721
VO:0003790,influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML,40220715
VO:0003793,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP2050/2015 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax Quadrivalent 2017-2018],1593544
VO:0003794,Flucelvax Quadrivalent 2017-2018 Injectable Suspension,1593686
VO:0003795,Flucelvax Quadrivalent 2017-2018 vaccine Prefilled Syringe,1593688
VO:0003796,Flucelvax Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe,1593689
VO:0003798,"Varicella zoster virus glycoprotein E, recombinant 0.1 MG/ML [Shingrix]",792783
VO:0003799,Shingrix vaccine 0.5 ML Injection,792786
VO:0003801,Varicella zoster virus glycoprotein E,792777
VO:0003803,"Varicella zoster virus glycoprotein E, recombinant 0.1 MG/ML",792778
VO:0003805,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML,46287741
VO:0003809,"FluMist Quadrivalent, 2015-2016 Formula Nasal Spray",46287293
VO:0003810,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 50000000 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML [Flumist 2015-2016],46287291
VO:0003812,influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 50000000 MG/ML,40220742
VO:0003813,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML / influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 50000000 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML [Flumist Quadrivalent 2016-2017],40220775
VO:0003814,"FluMist Quadrivalent, 2016-2017 Formula Nasal Spray",40220779
VO:0003815,influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 158000000 UNT/ML / influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML / influenza B virus B/Brisbane/60/2008 antigen 158000000 UNT/ML / influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML [Flumist Quadrivalent 2017-2018],792421
VO:0003816,"FluMist Quadrivalent, 2017-2018 Formula Nasal Spray",792422
VO:0003817,influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 158000000 UNT/ML,792416
VO:0003819,influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML,792417
VO:0003822,influenza B virus B/Colorado/06/2017 antigen 158000000 UNT/ML,35200282
VO:0003823,influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 158000000 UNT/ML / influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML / influenza B virus B/Colorado/06/2017 antigen 158000000 UNT/ML / influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML [Flumist Quadrivalent 2018-2019],35200284
VO:0003824,"FluMist Quadrivalent, 2018-2019 Formula Nasal Spray",35200285
VO:0003825,influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 158000000 UNT/ML,35200281
VO:0003827,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML [Havrix],19046487
VO:0003828,Havrix pediatric/adolescent vaccine 720 UNT in 0.5 ML Injection,46275175
VO:0003829,Havrix adult vaccine 1440 UNT in 1 ML Injection,46275171
VO:0003830,Havrix Injection,46275170
VO:0003831,"Havrix, Hepatitis A Vaccine (Inactivated), (Pediatric Dose) 0.5 ML Prefilled Syringe",529687
VO:0003832,"Havrix, Hepatitis A Vaccine (Inactivated), (Adult Dose) 1 ML Prefilled Syringe",529685
VO:0003833,Havrix Prefilled Syringe,40150664
VO:0003834,poliovirus vaccine inactivated,40213160
VO:0003835,"poliovirus vaccine inactivated, type 1 (Mahoney)",523283
VO:0003836,"poliovirus vaccine inactivated, type 2 (MEF-1)",523365
VO:0003837,"poliovirus vaccine inactivated, type 3 (Saukett)",523367
VO:0003839,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [PEDIARIX]",19034102
VO:0003840,PEDIARIX vaccine Prefilled Syringe,40156527
VO:0003841,PEDIARIX vaccine 0.5 ML Prefilled Syringe,523290
VO:0003842,"poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML",19129478
VO:0003843,"poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML",19129479
VO:0003844,"poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML",19129481
