ID,LABEL in VO,RxNorm ID,RxNorm Preferred Name
VO:0003463,"1 ML Hepatitis A Vaccine, Inactivated 50 UNT/ML Prefilled Syringe [Vaqta]",836634,"1 ML hepatitis A virus strain CR 326F antigen, inactivated 50 UNT/ML Prefilled Syringe [Vaqta]"
VO:0003469,influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML,1657223,influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML
VO:0003471,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.12 MG/ML,1658709,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.12 MG/ML
VO:0003472,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML,1657225,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML
VO:0003473,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.015 MG/ML,1723999,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.015 MG/ML
VO:0003474,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 50000000 MG/ML,1664468,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 50000000 MG/ML
VO:0003476,influenza A virus A/South Australia/55/2014 (H3N2) antigen 0.03 MG/ML,1657132,influenza A virus A/South Australia/55/2014 (H3N2) antigen 0.03 MG/ML
VO:0003478,influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML,1657129,influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML
VO:0003480,influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML,1657227,influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML
VO:0003481,influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML,1664469,influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML
VO:0003482,influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML,1661110,influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML
VO:0003483,influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML,1801177,influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML
VO:0003485,influenza B virus B/Brisbane/60/2008 antigen 158000000 UNT/ML,1946982,influenza B virus B/Brisbane/60/2008 antigen 158000000 UNT/ML
VO:0003487,influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML,1657135,influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML
VO:0003489,influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML,1657229,influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML
VO:0003490,influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML,1660923,influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML
VO:0003491,influenza B virus B/Phuket/3073/2013 antigen 0.12 MG/ML,1658710,influenza B virus B/Phuket/3073/2013 antigen 0.12 MG/ML
VO:0003492,influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML,1946983,influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML
VO:0003493,influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML,1664470,influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML
VO:0003502,"influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus",1541617,"influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus"
VO:0003503,"influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus 0.03 MG/ML",1541618,"influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus 0.03 MG/ML"
VO:0003504,"influenza virus vaccine, Inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain",1005931,"influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain"
VO:0003505,"influenza virus vaccine, Inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain 0.03 MG/ML",1005932,"influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain 0.03 MG/ML"
VO:0003506,"influenza virus vaccine, Inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain 0.09 MG/ML",1111368,"influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain 0.09 MG/ML"
VO:0003507,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus",1304122,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus"
VO:0003508,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.12 MG/ML",1304300,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.12 MG/ML"
VO:0003509,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML",1304309,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML"
VO:0003510,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML",1304123,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML"
VO:0003516,"influenza virus vaccine, Inactivated A-California-07-2009 X-179A (H1N1) strain 0.09 MG/ML",1111367,influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.09 MG/ML
VO:0003521,"influenza B virus vaccine, B-Wisconsin-1-2010-like virus",1303855,"influenza B virus vaccine, B-Wisconsin-1-2010-like virus"
VO:0003522,"influenza B virus vaccine, B-Wisconsin-1-2010-like virus 0.09 MG/ML",1304310,"influenza B virus vaccine, B-Wisconsin-1-2010-like virus 0.09 MG/ML"
VO:0003523,"influenza virus vaccine, Inactivated B-Brisbane-60-2008",857921,influenza B virus vaccine B/Brisbane/60/2008 antigen
VO:0003524,"influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.03 MG/ML",857922,influenza B virus vaccine B/Brisbane/60/2008 antigen 0.03 MG/ML
VO:0003525,"influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.09 MG/ML",1111369,influenza B virus vaccine B/Brisbane/60/2008 antigen 0.09 MG/ML
VO:0003526,"influenza B virus vaccine, B-Massachusetts-2-2012-like virus",1427022,"influenza B virus vaccine, B-Massachusetts-2-2012-like virus"
VO:0003527,"influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML",1427023,"influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML"
VO:0003528,"influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML",1429576,"influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML"
VO:0003529,"influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.12 MG/ML",1429589,"influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.12 MG/ML"
VO:0003530,"influenza B virus vaccine, B-Massachusetts-2-2012-like virus 50000000 MG/ML",1543760,"influenza B virus vaccine, B-Massachusetts-2-2012-like virus 50000000 MG/ML"
VO:0003559,Prevnar 13 vaccine 0.5 ML Prefilled Syringe,901644,0.5 ML Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumo...
VO:0003561,pneumococcal capsular polysaccharide type 9V vaccine,854974,Streptococcus pneumoniae type 9V capsular polysaccharide antigen
VO:0003570,Prevnar 13 vaccine Prefilled Syringe,901643,Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine Prefilled Syringe [Prevnar 13]
VO:0003573,ProQuad vaccine Injection,1658000,"measles virus vaccine live, Enders' attenuated Edmonston strain / mumps virus vaccine live, Jeryl Lynn strain / rubella virus vaccine live (Wistar RA 27-3 strain) / varicella-zoster virus vaccine live (Oka-Merck) strain Injection [ProQuad]"
VO:0003574,ProQuad vaccine 0.5 ML Injection,1292443,"0.5 ML measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML / varicella-zoster virus vaccine live (Oka-Merck) strain 20000 UNT/ML Injection [ProQuad]"
VO:0003576,Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 MG/ML / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML [Prevnar 13],901642,Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 MG/ML / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML [Prevnar 13]
VO:0003577,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 40000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML / Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 20000 UNT/ML [ProQuad]",1292441,"measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML / varicella-zoster virus vaccine live (Oka-Merck) strain 20000 UNT/ML [ProQuad]"
VO:0003578,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone 2015-2016],1658703,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone 2015-2016]
VO:0003580,influenza A virus A/California/7/2009 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.12 MG/ML [Fluzone 2015-2016],1658712,influenza A virus A/California/7/2009 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.12 MG/ML [Fluzone 2015-2016]
VO:0003581,Fluzone 2015-2016 High-Dose vaccine Prefilled Syringe,1658713,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone 2015-2016]
VO:0003582,Fluzone 2015-2016 High-Dose vaccine 0.5 ML Prefilled Syringe,1658714,0.5 ML influenza A virus A/California/7/2009 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.12 MG/ML Prefilled Syringe [Fluzone 2015-2016]
VO:0003583,Fluzone 2015-2016 vaccine Injectable Suspension,1658706,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Injectable Suspension [Fluzone 2015-2016]
VO:0003585,influenza A virus A/California/7/2009 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML [Fluzone 2016-2017],1801180,influenza A virus A/California/7/2009 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML [Fluzone 2016-2017]
VO:0003587,Fluzone 2016-2017 High-Dose vaccine Prefilled Syringe,1801181,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone 2016-2017]
VO:0003588,Fluzone 2016-2017 High-Dose vaccine 0.5 ML Prefilled Syringe,1801183,0.5 ML influenza A virus A/California/7/2009 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML Prefilled Syringe [Fluzone 2016-2017]
VO:0003591,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML [Fluzone 2017-2018],1928341,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML [Fluzone 2017-2018]
VO:0003592,Fluzone 2017-2018 high-dose vaccine Prefilled Syringe,1928342,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone 2017-2018]
VO:0003593,Fluzone 2017-2018 high-dose vaccine 0.5 ML Prefilled Syringe,1928344,0.5 ML influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML Prefilled Syringe [Fluzone 2017-2018]
VO:0003596,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.12 MG/ML [Fluzone 2018-2019],2050420,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.12 MG/ML [Fluzone 2018-2019]
VO:0003597,Fluzone 2018-2019 high-dose vaccine Prefilled Syringe,2050421,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone 2018-2019]
VO:0003598,Fluzone 2018-2019 high-dose vaccine 0.5 ML Prefilled Syringe,2050423,0.5 ML influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.12 MG/ML Prefilled Syringe [Fluzone 2018-2019]
VO:0003603,influenza B virus B/Maryland/15/2016 antigen 0.12 MG/ML,2050417,influenza B virus B/Maryland/15/2016 antigen 0.12 MG/ML
VO:0003604,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML,1928338,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML
VO:0003605,influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.12 MG/ML,2050416,influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.12 MG/ML
VO:0003606,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML,1801176,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML
VO:0003608,"influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.03 MG/ML / influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.03 MG/ML / influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML [Fluzone Quadrivalent 2013-2014 Formula]",1427029,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML [Fluzone Quadrivalent 2013-2014 Formula]"
